"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"32721","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","월세","114.9931","202602","28","153,000","170","5","2006","선릉로 221","202602~202802","갱신","-","133,000","170","아파트"
"32722","서울특별시 강남구 도곡동","895-8","0895","0008","한신엠비씨","전세","84.7400","202602","28","93,000","0","5","1988","논현로 205","202604~202804","신규","-","","","아파트"
"32723","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","전세","59.9818","202602","28","101,850","0","22","2006","선릉로 221","202604~202804","갱신","사용","97,000","0","아파트"
"32724","서울특별시 강남구 도곡동","967","0967","0000","경남","월세","84.9400","202602","28","50,000","190","10","2005","논현로 209","202603~202803","갱신","-","60,000","110","아파트"
"32725","서울특별시 강남구 도곡동","464","0464","0000","한신(개포)","전세","59.4800","202602","28","45,000","0","3","1985","언주로 123","202604~202710","신규","-","","","아파트"
"32726","서울특별시 강남구 도곡동","467-17","0467","0017","타워팰리스2","전세","162.6000","202602","28","300,000","0","38","2003","언주로30길 57","202603~202801","신규","-","","","아파트"
"32727","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","전세","59.9203","202602","28","94,500","0","14","2006","선릉로 221","202604~202804","갱신","사용","90,000","0","아파트"
"32728","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","전세","134.9023","202602","28","199,500","0","1","2006","선릉로 221","202602~202802","갱신","사용","190,000","0","아파트"
"32729","서울특별시 강남구 일원동","615","0615","0000","우성7","전세","83.6900","202602","28","76,650","0","6","1987","개포로110길 15","202604~202804","갱신","사용","73,000","0","아파트"
"32730","서울특별시 강남구 일원동","734","0734","0000","상록수","월세","84.9500","202602","28","50,000","150","1","1993","광평로10길 15","202603~202803","갱신","-","40,000","150","아파트"
"32731","서울특별시 강남구 일원동","743","0743","0000","디에이치자이개포","전세","84.9200","202602","28","153,000","0","21","2021","영동대로 22","202604~202804","갱신","사용","146,000","0","아파트"
"32732","서울특별시 강남구 일원동","711","0711","0000","수서","전세","50.8200","202602","28","46,500","0","5","1992","양재대로55길 12","202603~202803","갱신","사용","45,000","0","아파트"
"32733","서울특별시 강남구 일원동","711","0711","0000","수서","월세","39.9800","202602","28","10,000","135","10","1992","양재대로55길 12","202604~202804","신규","-","","","아파트"
"32734","서울특별시 강남구 일원동","743","0743","0000","디에이치자이개포","월세","63.7600","202602","28","20,000","460","23","2021","영동대로 22","202605~202805","갱신","-","20,000","420","아파트"
"32735","서울특별시 성동구 마장동","820","0820","0000","왕십리금호어울림","전세","84.9700","202602","28","75,000","0","10","2006","마조로 57","202605~202805","신규","-","","","아파트"
"32736","서울특별시 성동구 마장동","818","0818","0000","현대","전세","59.9400","202602","28","46,200","0","26","1998","살곶이길 50","202604~202804","갱신","사용","44,000","0","아파트"
"32737","서울특별시 성동구 상왕십리동","811","0811","0000","텐즈힐(2단지)","전세","59.9600","202602","28","80,000","0","8","2014","마장로 137","202604~202804","신규","-","","","아파트"
"32738","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","월세","59.9300","202602","28","10,000","230","7","2015","자곡로3길 21","202604~202804","신규","-","","","아파트"
"32739","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","33.1800","202602","28","30,000","0","9","1992","개포로109길 9","202604~202804","갱신","사용","28,930","0","아파트"
"32740","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","월세","39.5300","202602","28","5,000","170","13","1992","개포로109길 9","202603~202703","신규","-","","","아파트"
"32741","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","전세","96.9100","202602","28","165,000","0","35","2020","개포로 264","202602~202802","갱신","사용","165,000","0","아파트"
"32742","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","33.1800","202602","28","34,728","0","14","1992","개포로109길 9","202603~202803","갱신","-","33,075","0","아파트"
"32743","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","전세","84.5978","202602","28","170,000","0","10","2023","삼성로 14","202605~202805","신규","-","","","아파트"
"32744","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","월세","59.8370","202602","28","52,500","205","14","2019","선릉로 8","202605~202805","갱신","사용","50,000","195","아파트"
"32745","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","33.1800","202602","28","30,000","0","9","1992","개포로109길 9","-","-","-","","","아파트"
"32746","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","49.8600","202602","28","44,000","0","4","1992","개포로109길 9","202602~202802","갱신","사용","42,000","0","아파트"
"32747","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","전세","84.9430","202602","28","145,000","0","12","2019","선릉로 8","202602~202802","갱신","-","120,000","0","아파트"
"32748","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","월세","39.5300","202602","28","20,000","63","14","1992","개포로109길 9","202604~202804","신규","-","","","아파트"
"32749","서울특별시 강남구 개포동","651-1","0651","0001","개포더샵트리에","월세","108.0923","202602","28","70,000","280","6","2021","개포로 311","202605~202805","신규","-","","","아파트"
"32750","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","월세","60.0000","202602","28","5,000","173","9","1992","개포로109길 21","202603~202703","갱신","-","5,000","164","아파트"
"32751","서울특별시 강남구 논현동","195-1","0195","0001","e-편한세상","월세","84.9876","202602","28","10,000","320","8","2005","봉은사로11길 12","202604~202804","신규","-","","","아파트"
"32752","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","전세","60.0000","202602","28","68,000","0","11","1992","개포로109길 21","202604~202804","신규","-","","","아파트"
"32753","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","월세","59.9751","202602","28","80,000","160","5","2023","삼성로 14","202604~202804","신규","-","","","아파트"
"32754","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","월세","84.6348","202602","28","60,000","270","11","2019","삼성로 11","202603~202803","갱신","사용","60,000","260","아파트"
"32755","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","전세","59.8370","202602","28","110,250","0","21","2019","선릉로 8","202603~202803","갱신","사용","105,000","0","아파트"
"32756","서울특별시 강남구 개포동","185","0185","0000","개포주공7단지","전세","60.7600","202602","28","43,000","0","12","1983","개포로 516","202604~202804","갱신","-","43,000","0","아파트"
"32757","서울특별시 강남구 개포동","179","0179","0000","우성8","전세","79.6100","202602","28","80,000","0","8","1987","개포로 411","202603~202803","갱신","-","70,000","0","아파트"
"32758","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","전세","33.1800","202602","28","40,000","0","15","1992","개포로109길 9","202604~202804","갱신","-","31,000","0","아파트"
"32759","서울특별시 강남구 개포동","179","0179","0000","우성8","전세","79.6100","202602","28","73,500","0","9","1987","개포로 411","202603~202803","갱신","사용","70,000","0","아파트"
"32760","서울특별시 강남구 개포동","12","0012","0000","삼익대청아파트","전세","39.5300","202602","28","42,000","0","4","1992","개포로109길 21","202604~202804","갱신","사용","40,000","0","아파트"
"32761","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","월세","39.5300","202602","28","20,000","63","14","1992","개포로109길 9","202604~202804","신규","-","","","아파트"
"32762","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","월세","39.5300","202602","28","20,000","63","14","1992","개포로109길 9","202604~202804","신규","-","","","아파트"
"32763","서울특별시 중구 만리동2가","273","0273","0000","서울역센트럴자이","전세","84.9720","202602","28","89,250","0","24","2017","만리재로 175","202604~202803","갱신","사용","85,000","0","아파트"
"32764","서울특별시 중구 만리동2가","288","0288","0000","서울역한라비발디센트럴","월세","84.9774","202602","28","5,000","340","9","2018","만리재로 177","202604~202804","신규","-","","","아파트"
"32765","서울특별시 중구 만리동2가","273","0273","0000","서울역센트럴자이","전세","84.9720","202602","28","100,000","0","13","2017","만리재로 175","202605~202805","신규","-","","","아파트"
"32766","서울특별시 중구 만리동2가","273","0273","0000","서울역센트럴자이","전세","84.9720","202602","28","90,000","0","23","2017","만리재로 175","-","-","-","","","아파트"
"32767","서울특별시 중구 만리동2가","273","0273","0000","서울역센트럴자이","전세","84.9720","202602","28","90,000","0","23","2017","만리재로 175","202603~202803","신규","-","","","아파트"
"32768","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","전세","59.9300","202602","28","63,000","0","18","2016","왕십리로 410","202604~202804","갱신","사용","60,000","0","아파트"
"32769","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","전세","59.9400","202602","28","80,000","0","6","2016","왕십리로 410","-","-","-","","","아파트"
"32770","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","전세","84.9600","202602","28","94,000","0","15","2016","왕십리로 410","202603~202803","갱신","사용","90,000","0","아파트"
"32771","서울특별시 성동구 하왕십리동","990","0990","0000","한신무학","전세","114.5900","202602","28","57,000","0","15","1989","왕십리로31나길 22","202604~202804","신규","-","","","아파트"
"32772","서울특별시 용산구 도원동","23","0023","0000","삼성래미안","전세","59.9400","202602","28","56,700","0","3","2001","새창로 70","202604~202804","갱신","사용","54,000","0","아파트"
"32773","서울특별시 중구 중림동","200","0200","0000","삼성사이버빌리지","전세","114.7700","202602","28","94,500","0","18","2001","중림로 10","202602~202802","갱신","사용","90,000","0","아파트"
"32774","서울특별시 중구 중림동","149","0149","0000","성요셉","월세","41.3200","202602","28","200","37","5","1971","서소문로6길 34","202602~202802","갱신","-","200","20","아파트"
"32775","서울특별시 성북구 종암동","131","0131","0000","아이파크종암동2차","전세","84.7300","202602","28","52,500","0","1","2005","종암로9길 71","202603~202803","갱신","사용","50,000","0","아파트"
"32776","서울특별시 성북구 종암동","134","0134","0000","래미안라센트","월세","59.9800","202602","28","30,000","120","17","2011","종암로24가길 80","202604~202804","신규","-","","","아파트"
"32777","서울특별시 광진구 자양동","516","0516","0000","우성3","월세","84.9100","202602","28","60,000","80","3","1989","뚝섬로35길 32","202605~202805","신규","-","","","아파트"
"32778","서울특별시 광진구 자양동","670","0670","0000","현대3","전세","84.9000","202602","28","65,000","0","17","1996","뚝섬로56가길 10","202604~202804","갱신","-","52,250","0","아파트"
"32779","서울특별시 광진구 자양동","784-1","0784","0001","대동","전세","84.6500","202602","28","71,000","0","6","1999","뚝섬로31길 20","202604~202804","갱신","사용","68,000","0","아파트"
"32780","서울특별시 광진구 자양동","227-7","0227","0007","더샵스타시티","전세","100.3200","202602","28","125,000","0","43","2007","아차산로 262","202605~202805","신규","-","","","아파트"
"32781","서울특별시 광진구 자양동","670","0670","0000","현대3","전세","84.9000","202602","28","69,000","0","23","1996","뚝섬로56가길 10","202603~202803","갱신","-","70,000","0","아파트"
"32782","서울특별시 광진구 자양동","516","0516","0000","우성3","전세","51.3900","202602","28","45,000","0","12","1989","뚝섬로35길 32","202603~202803","갱신","사용","45,000","0","아파트"
"32783","서울특별시 광진구 자양동","784-1","0784","0001","대동","전세","84.6500","202602","28","64,000","0","1","1999","뚝섬로31길 20","202602~202802","갱신","-","58,000","0","아파트"
"32784","서울특별시 광진구 자양동","861","0861","0000","자양호반써밋","전세","84.0374","202602","28","108,650","0","14","2021","능동로 69","202604~202804","갱신","사용","106,000","0","아파트"
"32785","서울특별시 광진구 자양동","856","0856","0000","이튼타워리버5차","전세","159.8900","202602","28","135,000","0","9","2009","능동로4길 40","202602~202802","신규","-","","","아파트"
"32786","서울특별시 광진구 자양동","670","0670","0000","현대3","전세","84.9000","202602","28","65,000","0","15","1996","뚝섬로58길 101","202605~202805","신규","-","","","아파트"
"32787","서울특별시 광진구 자양동","791","0791","0000","금강KCC","월세","84.9700","202602","28","58,000","100","13","2002","아차산로36길 13","202605~202805","신규","-","","","아파트"
"32788","서울특별시 광진구 자양동","227-7","0227","0007","더샵스타시티","월세","100.3200","202602","28","10,000","400","24","2007","아차산로 262","202605~202805","신규","-","","","아파트"
"32789","서울특별시 성북구 동소문동6가","138-1","0138","0001","하이얀","월세","13.5500","202602","28","7,000","29","7","2013","동소문로17길 18","202603~202803","신규","-","","","아파트"
"32790","서울특별시 광진구 자양동","855","0855","0000","이튼타워리버3차","월세","84.9600","202602","28","50,000","162","15","2007","능동로 18","202603~202803","갱신","-","50,000","137","아파트"
"32791","서울특별시 동대문구 청량리동","235-1","0235","0001","미주","전세","126.9100","202602","28","47,000","0","1","1978","약령시로 147","202605~202805","신규","-","","","아파트"
"32792","서울특별시 강북구 미아동","4","0004","0000","꿈의숲롯데캐슬","월세","59.9900","202602","28","10,000","175","13","2017","오현로 56","202604~202804","신규","-","","","아파트"
"32793","서울특별시 강북구 미아동","461","0461","0000","송천센트레빌","전세","84.9650","202602","28","74,000","0","13","2010","숭인로 39","202605~202805","신규","-","","","아파트"
"32794","서울특별시 강북구 미아동","811","0811","0000","두산위브트레지움","전세","59.8200","202602","28","47,250","0","12","2011","삼양로27길 95","202606~202806","갱신","사용","45,000","0","아파트"
"32795","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","전세","84.8600","202602","28","42,000","0","18","2004","솔샘로 174","202602~202802","갱신","사용","40,000","0","아파트"
"32796","서울특별시 강북구 미아동","797","0797","0000","미아1차래미안","전세","114.2900","202602","28","56,000","0","1","2006","삼양로 256","202603~202803","신규","-","","","아파트"
"32797","서울특별시 강북구 미아동","811","0811","0000","두산위브트레지움","전세","84.9900","202602","28","54,000","0","6","2011","삼양로27길 95","202603~202803","갱신","-","48,000","0","아파트"
"32798","서울특별시 강북구 미아동","813","0813","0000","래미안트리베라1단지","전세","84.9700","202602","28","63,000","0","9","2010","삼양로19길 25","202604~202804","신규","-","","","아파트"
"32799","서울특별시 강북구 미아동","1379","1379","0000","한화포레나미아","월세","53.9850","202602","28","5,000","180","16","2025","솔샘로53길 21","202602~202802","신규","-","","","아파트"
"32800","서울특별시 강북구 미아동","1379","1379","0000","한화포레나미아","전세","80.8489","202602","28","65,500","0","5","2025","솔샘로53길 21","202605~202805","신규","-","","","아파트"
"32801","서울특별시 강북구 미아동","1354","1354","0000","벽산라이브파크","전세","84.8900","202602","28","42,000","0","7","2004","솔샘로 159","202604~202804","갱신","사용","40,000","0","아파트"
"32802","서울특별시 강북구 미아동","1355","1355","0000","미아한일유앤아이","월세","84.5520","202602","28","35,000","35","5","2002","월계로21가길 41","202602~202802","갱신","-","42,000","0","아파트"
"32803","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","전세","114.8500","202602","28","52,500","0","1","2004","솔샘로 174","202604~202804","갱신","사용","51,000","0","아파트"
"32804","서울특별시 중랑구 면목동","1529","1529","0000","경남아너스빌","전세","59.9810","202602","28","46,000","0","9","2006","답십리로75길 73","202602~202802","갱신","사용","44,000","0","아파트"
"32805","서울특별시 중랑구 면목동","1077-1","1077","0001","용마한신","전세","35.4400","202602","28","23,100","0","5","1990","사가정로71길 19","202602~202802","갱신","사용","22,000","0","아파트"
"32806","서울특별시 중랑구 면목동","1510","1510","0000","두산2","전세","134.2000","202602","28","70,000","0","9","1995","면목로37길 58","202604~202804","신규","-","","","아파트"
"32807","서울특별시 중랑구 면목동","1077-1","1077","0001","용마한신","월세","35.4400","202602","28","2,000","84","12","1990","사가정로71길 19","202603~202803","갱신","사용","2,000","80","아파트"
"32808","서울특별시 중랑구 면목동","1510","1510","0000","두산2","전세","134.2000","202602","28","72,000","0","7","1995","면목로37길 58","202604~202804","갱신","-","70,000","0","아파트"
"32809","서울특별시 중랑구 상봉동","81-5","0081","0005","한일써너스빌","전세","84.6420","202602","28","42,000","0","14","2003","망우로 346","202603~202803","갱신","사용","40,000","0","아파트"
"32810","서울특별시 중랑구 상봉동","497","0497","0000","태영데시앙1","월세","59.6772","202602","28","10,000","140","11","2003","상봉중앙로8길 104","202604~202804","신규","-","","","아파트"
"32811","서울특별시 중랑구 상봉동","102","0102","0000","다온APT","월세","56.0100","202602","28","2,000","205","14","2023","면목로92길 37-4","202603~202803","신규","-","","","아파트"
"32812","서울특별시 중랑구 상봉동","63","0063","0000","건영2차아파트","월세","84.9600","202602","28","22,500","95","6","1996","신내로7나길 24","202603~202803","갱신","사용","22,500","90","아파트"
"32813","서울특별시 동대문구 제기동","1212","1212","0000","한신아파트","월세","84.7600","202602","28","5,000","220","9","2004","고산자로 534","202603~202803","신규","-","","","아파트"
"32814","서울특별시 도봉구 창동","38","0038","0000","주공17단지","전세","36.1600","202602","28","16,000","0","4","1989","덕릉로66길 17","202604~202804","신규","-","","","아파트"
"32815","서울특별시 도봉구 창동","373","0373","0000","창동주공4단지","전세","41.3000","202602","28","11,500","0","15","1991","덕릉로 349","202602~202802","갱신","-","11,500","0","아파트"
"32816","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","월세","58.0100","202602","28","8,000","110","3","1990","해등로 50","202605~202805","신규","-","","","아파트"
"32817","서울특별시 도봉구 창동","814","0814","0000","대우그린","전세","59.9700","202602","28","34,000","0","4","2000","덕릉로 371","202603~202803","갱신","사용","33,000","0","아파트"
"32818","서울특별시 도봉구 창동","825","0825","0000","북한산아이파크5차","전세","119.1731","202602","28","68,000","0","5","2004","도봉로136길 28","202605~202805","신규","-","","","아파트"
"32819","서울특별시 도봉구 창동","38","0038","0000","주공17단지","월세","36.1600","202602","28","1,000","85","4","1989","덕릉로66길 17","202604~202804","신규","-","","","아파트"
"32820","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","월세","58.0100","202602","28","8,000","110","3","1990","해등로 50","202605~202805","신규","-","","","아파트"
"32821","서울특별시 도봉구 창동","305","0305","0000","창동주공1단지","전세","41.3000","202602","28","23,100","0","4","1990","해등로 113","202605~202805","갱신","사용","22,000","0","아파트"
"32822","서울특별시 도봉구 창동","45","0045","0000","삼성래미안","전세","66.4800","202602","28","35,700","0","4","1992","노해로66길 21","202604~202804","갱신","사용","34,000","0","아파트"
"32823","서울특별시 도봉구 쌍문동","731","0731","0000","e편한세상","전세","84.7540","202602","28","48,000","0","8","2007","노해로41가길 16","202605~202805","신규","-","","","아파트"
"32824","서울특별시 도봉구 쌍문동","54","0054","0000","현대1","전세","56.7000","202602","28","22,000","0","3","1990","해등로 242-12","-","-","-","","","아파트"
"32825","서울특별시 동대문구 용두동","790","0790","0000","롯데캐슬피렌체","전세","30.4000","202602","28","29,000","0","13","2009","정릉천동로 58","202602~202611","신규","-","","","아파트"
"32826","서울특별시 동대문구 용두동","791","0791","0000","용두두산위브","전세","105.6000","202602","28","73,500","0","13","2009","정릉천동로 16","202604~202804","갱신","사용","70,000","0","아파트"
"32827","서울특별시 도봉구 쌍문동","285-5","0285","0005","동익미라벨","월세","65.4200","202602","28","5,000","110","10","1987","우이천로32길 67","202604~202804","신규","-","","","아파트"
"32828","서울특별시 성북구 정릉동","494","0494","0000","중앙하이츠빌1단지","전세","59.9800","202602","28","36,000","0","11","2004","아리랑로19길 60","202602~202802","갱신","-","31,000","0","아파트"
"32829","서울특별시 성북구 정릉동","1020","1020","0000","정릉우성아파트 101~105동","전세","46.6500","202602","28","32,000","0","5","2000","북악산로 813","202603~202803","갱신","사용","31,000","0","아파트"
"32830","서울특별시 성북구 정릉동","1031","1031","0000","정릉힐스테이트3차","월세","84.9700","202602","28","6,000","170","10","2008","보국문로 116","202605~202805","신규","-","","","아파트"
"32831","서울특별시 도봉구 쌍문동","730","0730","0000","대우파크힐(쌍문동이안)","전세","84.9550","202602","28","49,500","0","3","2004","시루봉로 8","202604~202804","신규","-","","","아파트"
"32832","서울특별시 도봉구 쌍문동","507-1","0507","0001","에드가쌍문","월세","30.0311","202602","28","100","55","7","2022","삼양로 602","202602~202702","신규","-","","","아파트"
"32833","서울특별시 도봉구 쌍문동","54","0054","0000","현대1","전세","56.7000","202602","28","22,000","0","3","1990","해등로 242-12","202605~202805","신규","-","","","아파트"
"32834","서울특별시 중랑구 신내동","657","0657","0000","신내9진흥","월세","33.1800","202602","28","2,000","70","1","1996","신내로 127","202603~202803","신규","-","","","아파트"
"32835","서울특별시 중랑구 신내동","650","0650","0000","신내6대주","전세","39.8400","202602","28","25,000","0","1","1996","신내로19길 42","202604~202804","신규","-","","","아파트"
"32836","서울특별시 동대문구 이문동","149-8","0149","0008","이문아이파크자이","전세","59.9500","202602","28","65,000","0","39","2025","이문로 120","202603~202803","신규","-","","","아파트"
"32837","서울특별시 동대문구 이문동","73","0073","0000","삼익","전세","59.9500","202602","28","31,000","0","8","1997","한천로55길 9","-","-","-","","","아파트"
"32838","서울특별시 동대문구 이문동","149-8","0149","0008","이문아이파크자이","전세","41.6000","202602","28","50,000","0","38","2025","이문로 120","202604~202804","신규","-","","","아파트"
"32839","서울특별시 동대문구 이문동","149-8","0149","0008","이문아이파크자이","전세","59.9600","202602","28","70,000","0","34","2025","이문로 120","202605~202805","신규","-","","","아파트"
"32840","서울특별시 동대문구 이문동","311","0311","0000","래미안이문2차","월세","84.6100","202602","28","200","50","13","2004","이문로12길 3-10","202602~202605","신규","-","","","아파트"
"32841","서울특별시 중랑구 신내동","650","0650","0000","신내6대주","월세","39.8400","202602","28","1,000","100","10","1996","신내로19길 42","202603~202802","신규","-","","","아파트"
"32842","서울특별시 중랑구 신내동","657","0657","0000","신내9진흥","월세","33.1800","202602","28","1,000","80","5","1996","신내로 127","202604~202804","신규","-","","","아파트"
"32843","서울특별시 중랑구 신내동","787","0787","0000","석탑","전세","84.6000","202602","28","39,900","0","13","1997","용마산로125길 92","202603~202803","갱신","사용","38,000","0","아파트"
"32844","서울특별시 중랑구 신내동","657","0657","0000","신내9진흥","월세","33.1800","202602","28","3,000","40","2","1996","신내로 127","202603~202803","갱신","-","3,000","40","아파트"
"32845","서울특별시 중랑구 신내동","817","0817","0000","신내 데시앙포레","전세","114.8000","202602","28","55,650","0","14","2013","신내역로 165","202604~202804","갱신","사용","53,000","0","아파트"
"32846","서울특별시 중랑구 신내동","650","0650","0000","신내6대주","전세","49.7700","202602","28","25,830","0","8","1996","신내로19길 42","202604~202804","갱신","사용","24,600","0","아파트"
"32847","서울특별시 성북구 석관동","10","0010","0000","두산","전세","59.9700","202602","28","47,000","0","10","1998","화랑로48길 16","202605~202805","신규","-","","","아파트"
"32848","서울특별시 성북구 석관동","10","0010","0000","두산","월세","59.9700","202602","28","20,000","95","10","1998","화랑로48길 16","202604~202804","갱신","-","15,000","95","아파트"
"32849","서울특별시 성동구 성수동2가","832","0832","0000","금호타운2차아파트","전세","59.9400","202602","28","48,600","0","14","1997","연무장길 31","202604~202804","갱신","사용","46,300","0","아파트"
"32850","서울특별시 성북구 길음동","1276","1276","0000","삼부컨비니언","전세","59.9400","202602","28","50,000","0","5","1998","동소문로 248","202604~202804","신규","-","","","아파트"
"32851","서울특별시 성북구 길음동","1276","1276","0000","삼부컨비니언","전세","59.9400","202602","28","50,000","0","5","1998","동소문로 248","202604~202804","신규","-","","","아파트"
"32852","서울특별시 성북구 길음동","1276","1276","0000","삼부컨비니언","월세","59.9400","202602","28","3,000","150","8","1998","동소문로 248","202606~202806","신규","-","","","아파트"
"32853","서울특별시 성북구 길음동","1289","1289","0000","롯데캐슬클라시아","월세","59.7812","202602","28","35,400","100","23","2022","숭인로8길 80","202603~202703","갱신","-","35,200","90","아파트"
"32854","서울특별시 성북구 길음동","1281","1281","0000","길음뉴타운4단지(e편한세상)","전세","59.9700","202602","28","45,000","0","6","2005","길음로 118","202606~202806","갱신","사용","43,000","0","아파트"
"32855","서울특별시 성북구 길음동","1283","1283","0000","길음뉴타운6단지(래미안)","전세","59.3730","202602","28","53,000","0","20","2007","길음로 16","202603~202803","갱신","사용","51,000","0","아파트"
"32856","서울특별시 성북구 길음동","1288","1288","0000","래미안길음센터피스","전세","59.9000","202602","28","61,950","0","15","2019","숭인로 50","202605~202805","갱신","사용","59,000","0","아파트"
"32857","서울특별시 성북구 길음동","1283","1283","0000","길음뉴타운6단지(래미안)","전세","59.3730","202602","28","50,000","0","13","2007","길음로 16","202603~202803","갱신","-","47,700","0","아파트"
"32858","서울특별시 성북구 길음동","1284","1284","0000","길음뉴타운8단지(래미안)","월세","59.9900","202602","28","10,000","220","13","2010","길음로 33","202604~202804","신규","-","","","아파트"
"32859","서울특별시 성북구 길음동","1279","1279","0000","길음뉴타운1단지(래미안길음1차)","월세","59.9900","202602","28","34,000","80","8","2003","길음로9길 40","202604~202804","신규","-","","","아파트"
"32860","서울특별시 성북구 길음동","1285","1285","0000","길음뉴타운7단지(두산위브)","월세","84.9600","202602","28","28,500","80","15","2010","길음로13길 22","-","-","-","","","아파트"
"32861","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","5,200","46","16","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32862","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","8,200","47","13","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32863","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","3,500","53","15","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32864","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","6,200","55","12","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32865","서울특별시 광진구 구의동","610","0610","0000","구의현대6단지","전세","84.9200","202602","28","79,000","0","18","1994","구의강변로 94","202603~202803","신규","-","","","아파트"
"32866","서울특별시 광진구 구의동","631-1","0631","0001","현대프라임","전세","59.8200","202602","28","55,650","0","12","1997","광나루로56길 29","202603~202803","갱신","사용","53,000","0","아파트"
"32867","서울특별시 광진구 구의동","631-1","0631","0001","현대프라임","전세","59.8200","202602","28","66,000","0","29","1997","광나루로56길 29","202603~202803","신규","-","","","아파트"
"32868","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","39.4800","202602","28","13,400","51","10","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32869","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","39.4800","202602","28","15,900","61","22","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32870","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","8,200","47","7","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32871","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","6,200","55","5","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32872","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","4,100","63","22","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32873","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","8,200","47","20","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32874","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","8,200","47","11","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32875","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","39.4800","202602","28","13,400","51","22","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
"32876","서울특별시 광진구 구의동","668","0668","0000","래미안파크스위트","전세","75.8200","202602","28","88,000","0","7","2018","광나루로 545","202605~202805","갱신","사용","84,000","0","아파트"
"32877","서울특별시 광진구 구의동","587-54","0587","0054","구의현대7단지현대홈타운","월세","59.9700","202602","28","10,000","170","7","1997","구의강변로3가길 39","202603~202803","갱신","-","10,000","145","아파트"
"32878","서울특별시 광진구 구의동","683","0683","0000","리마크빌구의","월세","19.6600","202602","28","6,900","40","12","2025","자양로18길 22","202604~202804","신규","-","","","아파트"
