"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"63","서울특별시 성북구 정릉동","239","0239","0000","정릉풍림아이원","전세","84.0900","202604","28","49,000","0","9","2005","솔샘로25길 28","202606~202806","신규","-","","","아파트"
"64","서울특별시 성북구 안암동5가","160-16","0160","0016","(160-16)","월세","45.9700","202604","28","1,000","90","3","2017","개운사길 83-15","202607~202801","신규","-","","","아파트"
"65","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","전세","49.9400","202604","28","35,000","0","8","1990","해등로 50","202607~202807","신규","-","","","아파트"
"66","서울특별시 도봉구 방학동","271-1","0271","0001","신동아아파트1","전세","70.6200","202604","28","26,000","0","12","1986","방학로 193","202604~202804","갱신","사용","25,000","0","아파트"
"67","서울특별시 광진구 자양동","87-1","0087","0001","한강우성","전세","84.7200","202604","28","78,000","0","7","1993","능동로1길 15","202606~202806","신규","-","","","아파트"
"68","서울특별시 광진구 자양동","520-2","0520","0002","우성2","전세","64.7900","202604","28","43,000","0","13","1989","뚝섬로 576","202604~202804","신규","-","","","아파트"
"69","서울특별시 성북구 하월곡동","88-510","0088","0510","삼전솔하임3차","월세","15.6200","202604","28","1,000","55","5","2013","동소문로46길 18","202605~202805","신규","-","","","아파트"
"70","서울특별시 도봉구 창동","373","0373","0000","창동주공4단지","전세","41.3000","202604","28","22,000","0","5","1991","덕릉로 350","202606~202806","신규","-","","","아파트"
"71","서울특별시 동대문구 휘경동","376","0376","0000","서울휘경행복아파트","월세","14.9700","202604","28","3,672","15","4","2021","장안벚꽃로 317","202605~202807","신규","-","","","아파트"
"72","서울특별시 광진구 자양동","783-1","0783","0001","자양우성7","월세","59.9400","202604","28","60,000","20","4","1998","아차산로36길 39","202607~202807","신규","-","","","아파트"
"73","서울특별시 중랑구 망우동","620","0620","0000","중랑숲시티프라디움","월세","55.8000","202604","28","14,767","55","8","2022","양원역로10길 47","202606~202807","신규","-","","","아파트"
"74","서울특별시 중랑구 망우동","620","0620","0000","중랑숲시티프라디움","월세","55.9500","202604","28","14,807","56","16","2022","양원역로10길 47","202606~202807","신규","-","","","아파트"
"75","서울특별시 중랑구 망우동","608","0608","0000","LH서울양원1단지","월세","14.9600","202604","28","3,563","13","9","2022","양원역로 92","202606~202807","신규","-","","","아파트"
"76","서울특별시 동대문구 휘경동","376","0376","0000","서울휘경행복아파트","월세","14.9700","202604","28","3,672","15","5","2021","장안벚꽃로 317","202605~202807","신규","-","","","아파트"
"77","서울특별시 동대문구 휘경동","376","0376","0000","서울휘경행복아파트","월세","14.9700","202604","28","3,672","15","2","2021","장안벚꽃로 317","202605~202807","신규","-","","","아파트"
"78","서울특별시 동대문구 휘경동","376","0376","0000","서울휘경행복아파트","월세","14.9700","202604","28","3,672","15","7","2021","장안벚꽃로 317","202605~202807","신규","-","","","아파트"
"79","서울특별시 동대문구 휘경동","376","0376","0000","서울휘경행복아파트","월세","14.9700","202604","28","3,672","15","2","2021","장안벚꽃로 317","202605~202807","신규","-","","","아파트"
"80","서울특별시 동대문구 휘경동","376","0376","0000","서울휘경행복아파트","월세","14.9700","202604","28","3,672","15","3","2021","장안벚꽃로 317","202605~202807","신규","-","","","아파트"
"81","서울특별시 동대문구 휘경동","376","0376","0000","서울휘경행복아파트","월세","14.9700","202604","28","3,672","15","4","2021","장안벚꽃로 317","202605~202807","신규","-","","","아파트"
"82","서울특별시 중랑구 면목동","1543","1543","0000","한양수자인사가정파크","월세","74.9394","202604","28","20,000","210","13","2019","사가정로72길 26","202607~202807","신규","-","","","아파트"
"83","서울특별시 중랑구 망우동","608","0608","0000","LH서울양원1단지","월세","44.5500","202604","28","3,242","47","12","2022","양원역로 92","202605~202804","갱신","-","9,088","33","아파트"
"84","서울특별시 중랑구 망우동","608","0608","0000","LH서울양원1단지","월세","14.9600","202604","28","3,365","13","10","2022","양원역로 92","202606~202807","신규","-","","","아파트"
"85","서울특별시 중랑구 망우동","608","0608","0000","LH서울양원1단지","월세","26.7500","202604","28","296","6","23","2022","양원역로 92","202606~202807","신규","-","","","아파트"
"86","서울특별시 양천구 신정동","326","0326","0000","목동신시가지12","전세","56.7600","202604","28","39,000","0","3","1988","목동동로 50","202605~202805","갱신","-","36,000","0","아파트"
"87","서울특별시 양천구 신월동","1051","1051","0000","정은스카이빌2차","전세","84.9790","202604","28","47,500","0","4","2007","신월로9길 36","202607~202807","신규","-","","","아파트"
"88","서울특별시 마포구 성산동","134-2","0134","0002","가좌행복주택","월세","16.1900","202604","28","3,960","17","15","2016","성암로 28","202605~202807","신규","-","","","아파트"
"89","서울특별시 양천구 목동","945","0945","0000","목동노블레스","월세","69.0200","202604","28","20,000","160","14","2007","목동중앙남로 12-3","202606~202806","신규","-","","","아파트"
"90","서울특별시 양천구 신월동","1078","1078","0000","목동센트럴아이파크위브4단지","월세","59.6800","202604","28","20,000","160","8","2020","남부순환로83길 47","202606~202806","갱신","-","10,000","190","아파트"
"91","서울특별시 강서구 마곡동","1589","1589","0000","마곡힐스테이트","전세","59.9900","202604","28","48,048","0","14","2017","마곡중앙3로 74","202605~202807","신규","-","","","아파트"
"92","서울특별시 강서구 마곡동","750","0750","0000","마곡엠벨리(14단지)","전세","59.7900","202604","28","48,048","0","14","2014","마곡중앙로 33","202605~202807","신규","-","","","아파트"
"93","서울특별시 강서구 마곡동","747","0747","0000","마곡엠밸리10단지","전세","59.7900","202604","28","48,048","0","14","2016","마곡중앙1로 72","202605~202807","신규","-","","","아파트"
"94","서울특별시 마포구 합정동","381-16","0381","0016","KCC엠파이어리버","전세","140.8800","202604","28","95,500","0","16","2006","양화로 26","202605~202805","갱신","사용","91,000","0","아파트"
"95","서울특별시 마포구 상수동","402","0402","0000","래미안밤섬리베뉴Ⅰ","월세","84.9900","202604","28","30,000","290","22","2014","독막로20나길 22","202606~202806","신규","-","","","아파트"
"96","서울특별시 강서구 마곡동","747","0747","0000","마곡엠밸리10단지","전세","59.8700","202604","28","48,048","0","8","2016","마곡중앙1로 72","202605~202807","신규","-","","","아파트"
"97","서울특별시 마포구 창전동","449","0449","0000","마포웨스트리버태영데시앙","전세","102.7000","202604","28","110,000","0","4","2019","서강로3길 32","202606~202806","신규","-","","","아파트"
"98","서울특별시 강서구 마곡동","743-4","0743","0004","마곡엠밸리7단지","전세","59.7900","202604","28","48,048","0","9","2014","마곡서로 133","202605~202807","신규","-","","","아파트"
"99","서울특별시 양천구 목동","911","0911","0000","목동신시가지6","전세","47.9400","202604","28","42,000","0","5","1986","목동동로 430","202607~202807","신규","-","","","아파트"
"100","서울특별시 마포구 현석동","225","0225","0000","래미안웰스트림","월세","59.9600","202604","28","10,000","240","10","2016","토정로18길 11","202607~202612","신규","-","","","아파트"
"101","서울특별시 강서구 화곡동","911-10","0911","0010","삼성홈타운","전세","75.3500","202604","28","21,500","0","2","2003","월정로14길 64","202606~202806","신규","-","","","아파트"
"102","서울특별시 양천구 신정동","334","0334","0000","쌍용","전세","84.6300","202604","28","59,000","0","1","1992","신목로 16","202607~202807","신규","-","","","아파트"
"103","서울특별시 마포구 성산동","134-2","0134","0002","가좌행복주택","월세","16.1900","202604","28","3,960","17","7","2016","성암로 28","202605~202807","신규","-","","","아파트"
"104","서울특별시 마포구 성산동","134-2","0134","0002","가좌행복주택","월세","16.1900","202604","28","3,960","17","10","2016","성암로 28","202605~202807","신규","-","","","아파트"
"105","서울특별시 강서구 마곡동","744","0744","0000","마곡엠밸리9단지","전세","59.8600","202604","28","51,012","0","12","2021","공항대로 103","202605~202807","신규","-","","","아파트"
"106","서울특별시 마포구 서교동","494","0494","0000","서교동효성해링턴타워","월세","37.1700","202604","28","13,760","75","15","2020","양화로 72","202607~202804","갱신","사용","13,760","70","아파트"
"107","서울특별시 강서구 화곡동","1170","1170","0000","우장산역해링턴타워","월세","43.0400","202604","28","9,977","69","10","2021","강서로 231","202606~202806","신규","-","","","아파트"
"108","서울특별시 구로구 구로동","74-30","0074","0030","현대","전세","72.3300","202604","28","39,000","0","2","1988","구로중앙로18길 68","202606~202806","신규","-","","","아파트"
"109","서울특별시 마포구 도화동","564","0564","0000","마포동원베네스트","월세","58.6500","202604","28","20,000","130","8","2010","도화4길 41","202608~202808","신규","-","","","아파트"
"110","서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","월세","54.8600","202604","28","28,500","10","5","1989","구일로4길 46","202604~202804","갱신","-","28,500","0","아파트"
"111","서울특별시 마포구 서교동","494","0494","0000","서교동효성해링턴타워","월세","17.9300","202604","28","5,350","44","5","2020","양화로 72","202608~202804","신규","-","","","아파트"
"112","서울특별시 구로구 구로동","685-222","0685","0222","주공1","월세","73.0800","202604","28","25,000","50","3","1986","구일로4길 65","202607~202807","신규","-","","","아파트"
"113","서울특별시 구로구 구로동","685-222","0685","0222","주공1","월세","84.8700","202604","28","5,000","150","9","1986","구일로4길 65","202605~202805","갱신","사용","5,000","150","아파트"
"114","서울특별시 강서구 마곡동","750","0750","0000","마곡엠벨리(14단지)","전세","84.8500","202604","28","57,096","0","15","2014","마곡중앙로 33","202605~202807","신규","-","","","아파트"
"115","서울특별시 양천구 신정동","1327","1327","0000","호반써밋목동","전세","84.9224","202604","28","81,900","0","14","2022"," ","202605~202805","갱신","사용","78,000","0","아파트"
"116","서울특별시 강서구 마곡동","750","0750","0000","마곡엠벨리(14단지)","전세","84.7400","202604","28","57,096","0","12","2014","마곡중앙로 33","202605~202807","신규","-","","","아파트"
"117","서울특별시 양천구 신월동","987-1","0987","0001","신월시영","전세","43.2000","202604","28","17,000","0","2","1988","신월로 99","202604~202804","갱신","-","16,000","0","아파트"
"118","서울특별시 마포구 신공덕동","159","0159","0000","신공덕래미안2차","전세","59.4800","202604","28","60,000","0","14","2000","만리재로 74","202605~202805","신규","-","","","아파트"
"119","서울특별시 강서구 등촌동","631-9","0631","0009","대동황토방","전세","114.9700","202604","28","68,000","0","6","2000","공항대로59길 103","202607~202807","신규","-","","","아파트"
"120","서울특별시 강서구 마곡동","751","0751","0000","마곡엠벨리(15단지)","전세","59.7900","202604","28","48,048","0","10","2014","마곡중앙로 36","202605~202807","신규","-","","","아파트"
"121","서울특별시 마포구 도화동","353","0353","0000","현대홈타운","전세","84.9500","202604","28","66,000","0","5","2000","새창로8길 72","202607~202807","갱신","-","55,000","0","아파트"
"122","서울특별시 영등포구 당산동4가","29","0029","0000","한강아파트","월세","84.9800","202604","28","61,000","45","18","1999","영신로57길 5","202605~202805","갱신","-","55,100","0","아파트"
"123","서울특별시 구로구 오류동","357","0357","0000","오류동행복주택","월세","44.8300","202604","28","12,625","15","15","2018","경인로20가길 68","202605~202804","갱신","-","8,976","32","아파트"
"124","서울특별시 동작구 상도동","535","0535","0000","두산위브트레지움2차","전세","59.7852","202604","28","49,140","0","10","2016","상도로30길 40","202605~202807","신규","-","","","아파트"
"125","서울특별시 구로구 고척동","334","0334","0000","벽산","전세","84.8780","202604","28","52,000","0","9","2003","경인로 390","202605~202805","갱신","사용","51,000","0","아파트"
"126","서울특별시 구로구 오류동","357","0357","0000","오류동행복주택","월세","29.7600","202604","28","9,593","15","17","2018","경인로20가길 68","202605~202804","갱신","-","6,499","23","아파트"
"127","서울특별시 구로구 오류동","347","0347","0000","오류동금호어울림","전세","84.9300","202604","28","50,000","0","7","2006","고척로 41","202607~202807","신규","-","","","아파트"
"128","서울특별시 구로구 오류동","343","0343","0000","금강(343)","전세","84.9830","202604","28","40,500","0","4","2003","오리로 1197","202604~202804","갱신","-","38,500","0","아파트"
"129","서울특별시 금천구 시흥동","1011","1011","0000","우방","전세","59.9100","202604","28","34,000","0","4","2002","금하로 750","202607~202807","신규","-","","","아파트"
"130","서울특별시 영등포구 양평동3가","103","0103","0000","태승훼밀리","전세","84.8900","202604","28","73,000","0","9","2008","선유서로34길 6","202606~202806","신규","-","","","아파트"
"131","서울특별시 구로구 천왕동","281","0281","0000","천왕연지타운2단지","전세","59.9500","202604","28","16,357","0","13","2014","오리로 1102-10","202605~202804","갱신","-","15,579","0","아파트"
"132","서울특별시 영등포구 문래동5가","67","0067","0000","문래모아미래도","전세","59.9000","202604","28","42,198","0","3","2017","선유로9나길 5","202605~202807","신규","-","","","아파트"
"133","서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","전세","84.4417","202604","28","51,480","0","33","2016","벚꽃로 40","202605~202807","신규","-","","","아파트"
"134","서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","전세","38.6400","202604","28","14,000","0","2","1990","한내로 69-54","202604~202804","갱신","-","13,000","0","아파트"
"135","서울특별시 구로구 개봉동","497","0497","0000","센트레빌레우스1단지","월세","84.9716","202604","28","27,891","48","17","2020","경인로 302","202607~202807","갱신","-","27,891","46","아파트"
"136","서울특별시 구로구 개봉동","481","0481","0000","현대","전세","84.9600","202604","28","60,000","0","20","2001","개봉로20길 6","202606~202806","신규","-","","","아파트"
"137","서울특별시 영등포구 영등포동2가","28-117","0028","0117","이지리움S","월세","13.3500","202604","28","12,100","5","4","2013","국회대로54길 65","202605~202805","신규","-","","","아파트"
"138","서울특별시 영등포구 당산동3가","559","0559","0000","쌍용예가클래식","전세","106.5600","202604","28","77,500","0","2","2010","당산로31길 32","202605~202805","갱신","-","71,500","0","아파트"
"139","서울특별시 영등포구 당산동1가","16-1","0016","0001","진로","전세","84.8700","202604","28","70,000","0","12","1997","당산로 68","202604~202804","갱신","-","67,000","0","아파트"
"140","서울특별시 동작구 상도동","536","0536","0000","상도효성해링턴플레이스","전세","59.9769","202604","28","48,828","0","5","2016","상도로 207","202605~202807","신규","-","","","아파트"
"141","서울특별시 동작구 흑석동","28","0028","0000","한강현대","월세","66.2250","202604","28","15,000","185","6","1988","현충로 151","202607~202807","신규","-","","","아파트"
"142","서울특별시 동작구 사당동","105","0105","0000","신동아4","전세","59.8900","202604","28","55,000","0","14","1993","동작대로29길 110","202605~202805","신규","-","","","아파트"
"143","서울특별시 동작구 사당동","105","0105","0000","극동(105)","전세","84.3200","202604","28","60,000","0","12","1993","동작대로29길 119","202606~202806","신규","-","","","아파트"
"144","서울특별시 동작구 노량진동","54-4","0054","0004","더써밋타워","월세","34.7200","202604","28","16,600","72","9","2024","장승배기로 174","202606~202806","신규","-","","","아파트"
"145","서울특별시 금천구 시흥동","1010","1010","0000","벽산","전세","59.9400","202604","28","28,000","0","7","2000","금하로 793","202607~202807","신규","-","","","아파트"
"146","서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","전세","59.9900","202604","28","45,000","0","15","2005","은천로 93","202606~202806","신규","-","","","아파트"
"147","서울특별시 관악구 봉천동","1598-49","1598","0049","뉴그린아파트","월세","83.7500","202604","28","55,000","20","6","2011","관악로6길 99","202608~202808","신규","-","","","아파트"
"148","서울특별시 동작구 노량진동","54-4","0054","0004","더써밋타워","월세","18.3000","202604","28","9,400","42","10","2024","장승배기로 174","202607~202807","갱신","-","9,400","39","아파트"
"149","서울특별시 동작구 노량진동","328","0328","0000","힐스테이트장승배기역","전세","44.9692","202604","28","33,228","0","25","2026","상도로 195","202605~202807","신규","-","","","아파트"
"150","서울특별시 동작구 상도동","531","0531","0000","힐스테이트 상도 센트럴파크","전세","59.8758","202604","28","66,150","0","1","2012","상도로 346-1","202608~202808","신규","-","","","아파트"
"151","서울특별시 동작구 사당동","169-32","0169","0032","현대","월세","59.9600","202604","28","25,000","45","1","1991","사당로17길 111","202608~202808","갱신","사용","25,000","40","아파트"
"152","서울특별시 송파구 송파동","58-4","0058","0004","레이크해모로","전세","84.7300","202604","28","77,700","0","5","2005","오금로 126","202605~202805","갱신","사용","74,000","0","아파트"
"153","서울특별시 송파구 송파동","151","0151","0000","2차한양아파트","월세","84.9200","202604","28","20,000","140","6","1984","가락로 192","202604~202804","갱신","-","20,000","110","아파트"
"154","서울특별시 영등포구 신길동","255-9","0255","0009","신길AK푸르지오","전세","49.6104","202604","28","60,000","0","5","2024","가마산로 483","202606~202806","신규","-","","","아파트"
"155","서울특별시 동작구 사당동","1008-1","1008","0001","스타팰리스이수","월세","18.0800","202604","28","10,800","42","12","2026","동작대로17길 5","202606~202806","신규","-","","","아파트"
"156","서울특별시 서대문구 홍은동","468","0468","0000","북한산두산위브2차","월세","56.9161","202604","28","20,000","120","2","2021"," ","202606~202805","신규","-","","","아파트"
"157","서울특별시 노원구 중계동","512","0512","0000","중계무지개","전세","39.9600","202604","28","21,000","0","6","1991","동일로208길 19","202604~202804","갱신","-","16,275","0","아파트"
"158","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","월세","84.3800","202604","28","19,000","120","14","1987","동일로215길 48","202605~202805","갱신","-","18,000","70","아파트"
"159","서울특별시 은평구 응암동","768","0768","0000","백련산해모로","월세","59.9300","202604","28","43,125","9","7","2020","응암로30길 15","202605~202805","갱신","-","40,950","9","아파트"
"160","서울특별시 서대문구 북가좌동","460","0460","0000","DMC이랜드해가든","전세","84.9100","202604","28","65,000","0","4","2007","수색로 157","202607~202807","신규","-","","","아파트"
"161","서울특별시 노원구 중계동","358-2","0358","0002","주공4","월세","59.3900","202604","28","20,000","50","10","1991","덕릉로76길 29","202608~202808","신규","-","","","아파트"
"162","서울특별시 은평구 증산동","244","0244","0000","DMC우방","전세","59.9100","202604","28","35,000","0","6","2000","증산로3길 26-1","202606~202806","신규","-","","","아파트"
"163","서울특별시 노원구 하계동","273","0273","0000","장미(시영6)","월세","39.7800","202604","28","2,000","84","8","1989","섬밭로 196","202606~202806","갱신","사용","2,000","80","아파트"
"164","서울특별시 노원구 월계동","774","0774","0000","청백(774)","월세","34.4400","202604","28","1,013","12","3","1998","초안산로 89","202605~202804","갱신","-","975","12","아파트"
"165","서울특별시 마포구 아현동","732","0732","0000","삼환나띠르빌","월세","84.9000","202604","28","51,300","70","1","2003","마포대로 183-16","202607~202807","갱신","-","48,000","70","아파트"
"166","서울특별시 노원구 상계동","652","0652","0000","상계주공11(고층)","월세","60.5000","202604","28","9,000","100","2","1988","동일로227길 85","202605~202805","신규","-","","","아파트"
"167","서울특별시 노원구 공릉동","366-15","0366","0015","테라파크뷰","전세","52.1600","202604","28","43,000","0","6","2022","동일로192다길 51","202605~202805","신규","-","","","아파트"
"168","서울특별시 은평구 진관동","29","0029","0000","구파발10단지어울림(1020~1028동)임대BL3-5","전세","84.6900","202604","28","25,117","0","3","2012","북한산로 2","202605~202804","갱신","-","23,921","0","아파트"
"169","서울특별시 마포구 아현동","777","0777","0000","마포래미안푸르지오2단지","전세","59.9452","202604","28","80,000","0","11","2014","마포대로 195","202607~202807","신규","-","","","아파트"
"170","서울특별시 서대문구 홍제동","463","0463","0000","문화촌현대","전세","59.9400","202604","28","46,000","0","2","2002","문화촌길 6-24","202606~202807","신규","-","","","아파트"
"171","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","월세","41.3000","202604","28","2,000","90","4","1987","동일로215길 48","202606~202806","신규","-","","","아파트"
"172","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","월세","84.3800","202604","28","19,000","110","14","1987","동일로215길 48","202605~202805","갱신","-","18,000","70","아파트"
"173","서울특별시 은평구 대조동","241","0241","0000","베르디움STAY1","월세","24.2466","202604","28","9,500","36","18","2022","통일로 767","202608~202808","신규","-","","","아파트"
"174","서울특별시 은평구 대조동","241","0241","0000","베르디움STAY1","월세","48.9148","202604","28","26,100","16","24","2022","통일로 767","202607~202807","신규","-","","","아파트"
"175","서울특별시 노원구 상계동","626","0626","0000","상계주공14(고층)","전세","49.9400","202604","28","20,000","0","13","1989","동일로228길 23","202604~202804","신규","-","","","아파트"
"176","서울특별시 은평구 진관동","101","0101","0000","박석고개1단지힐스테이트(101~111동)BL2-12","전세","84.4900","202604","28","57,000","0","2","2009","진관1로 21-9","202605~202805","갱신","사용","55,000","0","아파트"
"177","서울특별시 은평구 응암동","770-5","0770","0005","드림타워녹번역","전세","66.1900","202604","28","49,000","0","6","2026","은평로20나길 1","202607~202807","신규","-","","","아파트"
"178","서울특별시 노원구 중계동","359-1","0359","0001","주공5","월세","76.5100","202604","28","10,000","175","13","1992","중계로 230","202607~202807","갱신","사용","10,000","165","아파트"
"179","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","월세","84.3800","202604","28","19,000","120","14","1987","동일로215길 48","202605~202805","갱신","-","18,000","70","아파트"
"180","서울특별시 노원구 상계동","666","0666","0000","상계주공10(저층)","월세","47.3400","202604","28","2,000","80","1","1988","노원로 564","202607~202807","신규","-","","","아파트"
"181","서울특별시 서대문구 충정로3가","465","0465","0000","충정리시온","전세","45.8900","202604","28","43,000","0","10","2004","서소문로 27","202606~202806","신규","-","","","아파트"
"182","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","월세","41.3000","202604","28","2,000","90","4","1987","동일로215길 48","202606~202806","신규","-","","","아파트"
"183","서울특별시 서대문구 냉천동","260","0260","0000","동부센트레빌","전세","84.9300","202604","28","70,000","0","9","2002","독립문로14길 74","202608~202808","신규","-","","","아파트"
"184","서울특별시 노원구 상계동","749-5","0749","0005","상계주공4(고층)","전세","73.9400","202604","28","40,400","0","3","1988","동일로214길 21","202606~202806","갱신","사용","38,500","0","아파트"
"185","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","월세","41.3000","202604","28","2,000","90","9","1988","노해로 508","202604~202804","신규","-","","","아파트"
"186","서울특별시 노원구 월계동","13","0013","0000","삼호3","전세","59.2200","202604","28","19,400","0","4","1986","마들로 111","202605~202705","갱신","-","19,400","0","아파트"
"187","서울특별시 노원구 중계동","502-1","0502","0001","중계그린1단지","전세","59.2200","202604","28","28,000","0","12","1990","동일로207길 17","202605~202805","갱신","사용","27,000","0","아파트"
"188","서울특별시 서대문구 천연동","145","0145","0000","천연뜨란채","월세","57.7800","202604","28","10,000","200","5","2006","독립문로8길 54","202607~202807","신규","-","","","아파트"
"189","서울특별시 은평구 신사동","365","0365","0000","신사동한신휴플러스","월세","84.6500","202604","28","35,000","50","10","2003","갈현로1길 31","202605~202805","갱신","사용","50,000","0","아파트"
"190","서울특별시 노원구 공릉동","745","0745","0000","동신아파트","월세","114.9800","202604","28","300","40","5","1999","공릉로 213","202605~202611","신규","-","","","아파트"
"191","서울특별시 노원구 월계동","781","0781","0000","청백4","월세","59.4000","202604","28","1,000","25","10","1998","월계로45가길 94","202605~202805","신규","-","","","아파트"
"192","서울특별시 노원구 공릉동","428-7","0428","0007","공릉행복주택","월세","36.4800","202604","28","8,400","34","7","2019","공릉로51길 20","202606~202807","신규","-","","","아파트"
"193","서울특별시 노원구 월계동","939","0939","0000","월계흥화브라운빌","전세","84.9800","202604","28","33,500","0","5","2004","우이천로2나길 14","202605~202805","갱신","-","31,500","0","아파트"
"194","서울특별시 서초구 잠원동","60-3","0060","0003","메이플자이","전세","43.0502","202604","28","68,640","0","3","2025","신반포로 251","202605~202807","신규","-","","","아파트"
"195","서울특별시 서초구 내곡동","411","0411","0000","서초더샵포레","전세","59.8800","202604","28","48,828","0","8","2014","헌릉로8길 58","202605~202807","신규","-","","","아파트"
"196","서울특별시 송파구 거여동","697","0697","0000","송파시그니처롯데캐슬","월세","39.9000","202604","28","14,699","44","4","2021","거마로 56","202605~202804","갱신","-","14,080","34","아파트"
"197","서울특별시 송파구 거여동","696","0696","0000","e편한세상송파파크센트럴","전세","84.9600","202604","28","70,000","0","26","2021","오금로 551","202607~202804","갱신","-","65,000","0","아파트"
"198","서울특별시 서초구 잠원동","60-3","0060","0003","메이플자이","전세","43.0502","202604","28","68,640","0","7","2025","신반포로 251","202605~202807","신규","-","","","아파트"
"199","서울특별시 서초구 잠원동","60-3","0060","0003","메이플자이","전세","43.0502","202604","28","68,640","0","12","2025","신반포로 251","202605~202807","신규","-","","","아파트"
"200","서울특별시 서초구 서초동","1687","1687","0000","유원서초","월세","84.8700","202604","28","60,000","110","6","1993","서초중앙로24길 43","202605~202805","갱신","-","60,000","65","아파트"
"201","서울특별시 서초구 서초동","1488-9","1488","0009","서신","전세","32.7600","202604","28","25,524","0","8","1995","명달로 48","202606~202806","신규","-","","","아파트"
"202","서울특별시 강동구 길동","477","0477","0000","이편한세상강동에코포레","전세","84.9900","202604","28","67,000","0","4","2020","천중로 253","202605~202805","갱신","사용","64,000","0","아파트"
"203","서울특별시 서초구 잠원동","60-3","0060","0003","메이플자이","전세","43.0502","202604","28","68,640","0","22","2025","신반포로 253","202605~202807","신규","-","","","아파트"
"204","서울특별시 서초구 잠원동","60-3","0060","0003","메이플자이","전세","43.0502","202604","28","68,640","0","16","2025","신반포로 253","202605~202807","신규","-","","","아파트"
"205","서울특별시 강동구 상일동","515","0515","0000","고덕숲아이파크","전세","59.9700","202604","28","44,382","0","2","2018","고덕로80길 134","202605~202807","신규","-","","","아파트"
"206","서울특별시 송파구 장지동","905","0905","0000","위례포레샤인23단지","전세","59.6600","202604","28","38,587","0","4","2017","위례순환로 477","202605~202804","갱신","-","36,750","0","아파트"
"207","서울특별시 송파구 신천동","7","0007","0000","장미1","월세","71.2000","202604","28","10,000","260","11","1979","올림픽로35길 104","202605~202806","신규","-","","","아파트"
"208","서울특별시 서초구 서초동","1686-9","1686","0009","서초교대e편한세상","전세","59.9000","202604","28","101,000","0","10","2010","서초중앙로24길 33","202607~202806","갱신","사용","97,000","0","아파트"
