"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"151","서울특별시 성북구 장위동","224-17","0224","0017","경복하이빌B동","전세","52.2000","202604","27","27,000","0","4","2016","장위로21다길 35","202605~202805","신규","-","","","연립다세대"
"152","서울특별시 성북구 장위동","233-98","0233","0098","우진빌라(233-98)","전세","48.1900","202604","27","18,000","0","1","2001","장위로26길 17-21","202605~202805","신규","-","","","연립다세대"
"153","서울특별시 성북구 장위동","233-177","0233","0177","청운트윈스빌A동","월세","55.2000","202604","27","13,000","5","2","2002","장위로24길 27","202606~202806","신규","-","","","연립다세대"
"154","서울특별시 서대문구 연희동","340-41","0340","0041","(340-41)","월세","19.3100","202604","27","7,900","7","2","2002","연희로10가길 51-26","202605~202805","신규","-","","","연립다세대"
"155","서울특별시 도봉구 창동","585-22","0585","0022","유일스타리움","전세","29.5000","202604","27","15,000","0","6","2014","덕릉로59바길 50-1","202605~202805","갱신","-","14,000","0","연립다세대"
"156","서울특별시 도봉구 창동","621-51","0621","0051","홍진","월세","48.1600","202604","27","1,000","50","-1","1997","도봉로110마길 9","202606~202806","갱신","사용","1,000","45","연립다세대"
"157","서울특별시 도봉구 창동","552-32","0552","0032","은순안동숲","월세","23.1400","202604","27","1,000","50","1","2020","우이천로 186-8","202605~202705","신규","-","","","연립다세대"
"158","서울특별시 은평구 불광동","447-51","0447","0051","N겔러리아빌","전세","27.9500","202604","27","19,000","0","2","2018","연서로41가길 11-5","202606~202806","갱신","-","19,000","0","연립다세대"
"159","서울특별시 서대문구 창천동","100-77","0100","0077","쎈스빌","월세","13.9000","202604","27","500","60","4","2012","신촌로7길 49-22","202604~202704","신규","-","","","연립다세대"
"160","서울특별시 은평구 구산동","178-28","0178","0028","동우아이파크","월세","29.5300","202604","27","2,000","80","2","2015","갈현로15길 20-6","202606~202806","갱신","-","2,000","74","연립다세대"
"161","서울특별시 은평구 구산동","549","0549","0000","다이알로그191","월세","26.2600","202604","27","103","27","3","2021","갈현로11길 26-11","202605~202804","갱신","-","100","26","연립다세대"
"162","서울특별시 마포구 연남동","255-17","0255","0017","(255-17)","월세","28.9500","202604","27","1,000","55","2","2014","동교로39길 4-8","202606~202806","신규","-","","","연립다세대"
"163","서울특별시 은평구 역촌동","22-47","0022","0047","서부하이츠빌라(22-47)","월세","53.4300","202604","27","3,000","75","5","2008","연서로 72-2","202605~202805","신규","-","","","연립다세대"
"164","서울특별시 성북구 정릉동","산87-85","0087","0085","산장빌라(산87-85)","전세","59.6700","202604","27","18,000","0","3","1990","북악산로 713","202605~202805","신규","-","","","연립다세대"
"165","서울특별시 은평구 역촌동","37-14","0037","0014","삼인포스트빌","전세","39.7000","202604","27","16,500","0","2","2002","연서로4길 8-7","202605~202611","갱신","-","16,500","0","연립다세대"
"166","서울특별시 마포구 망원동","417-12","0417","0012","아가도스","월세","28.5600","202604","27","4,500","100","5","2019","망원로 34-14","202605~202805","신규","-","","","연립다세대"
"167","서울특별시 강북구 미아동","258-670","0258","0670","청송주택나","전세","38.3700","202604","27","6,300","0","1","1988","오패산로52사길 9","202605~202805","갱신","사용","6,000","0","연립다세대"
"168","서울특별시 마포구 아현동","749-3","0749","0003","현대빌라(A,B동)(구389-10)","월세","39.4800","202604","27","2,000","75","3","1994","환일8길 11","202605~202805","신규","-","","","연립다세대"
"169","서울특별시 도봉구 도봉동","593-37","0593","0037","도봉숲아뜨리움","전세","55.1800","202604","27","30,000","0","5","2016","도봉로167길 38","202605~202805","갱신","-","27,000","0","연립다세대"
"170","서울특별시 강서구 등촌동","528-12","0528","0012","오성트레빌BS","월세","59.0400","202604","27","17,000","30","4","2009","등촌로51길 76","202605~202805","갱신","-","17,000","30","연립다세대"
"171","서울특별시 강서구 등촌동","523-16","0523","0016","진영빌라","월세","43.3000","202604","27","16,000","10","4","2008","등촌로39나길 7","202606~202806","신규","-","","","연립다세대"
"172","서울특별시 강북구 수유동","522-18","0522","0018","한마음빌라","전세","68.8400","202604","27","17,300","0","3","1992","삼각산로 47","202604~202704","신규","-","","","연립다세대"
"173","서울특별시 서대문구 홍은동","400-28","0400","0028","프라임","월세","45.7400","202604","27","500","60","4","2004","거북골로 4-19","202604~202804","갱신","-","500","60","연립다세대"
"174","서울특별시 마포구 성산동","92-3","0092","0003","더클래스","월세","20.0000","202604","27","25,000","5","3","2019","성산로8길 40","202605~202805","갱신","-","25,000","0","연립다세대"
"175","서울특별시 마포구 용강동","494-83","0494","0083","천수빌","전세","45.0300","202604","27","23,070","0","2","2008","대흥로4길 7","202605~202805","갱신","-","21,980","0","연립다세대"
"176","서울특별시 노원구 상계동","1117-16","1117","0016","에스엔타워","월세","17.2500","202604","27","9,500","10","4","2014","동일로242가길 22","202605~202805","신규","-","","","연립다세대"
"177","서울특별시 양천구 신월동","331-47","0331","0047","정진빌라","전세","49.2000","202604","27","7,200","0","2","1994","지양로 173","202604~202804","갱신","-","6,200","0","연립다세대"
"178","서울특별시 은평구 역촌동","42-24","0042","0024","삼환주택","전세","33.2500","202604","27","11,500","0","3","1993","진흥로1길 10","202604~202804","신규","-","","","연립다세대"
"179","서울특별시 강북구 미아동","215-105","0215","0105","은행주택(215-105)","전세","43.0300","202604","27","34,000","0","6","2023","도봉로57길 18-7","202606~202806","신규","-","","","연립다세대"
"180","서울특별시 동대문구 전농동","648-15","0648","0015","블루버드전농","전세","29.8500","202604","27","23,500","0","2","2026","서울시립대로4길 9-9","202606~202806","신규","-","","","연립다세대"
"181","서울특별시 용산구 청파동3가","134-69","0134","0069","더클래스용산F","전세","25.0200","202604","27","24,000","0","4","2026","원효로89길 18-25","202606~202806","신규","-","","","연립다세대"
"182","서울특별시 용산구 용문동","38-186","0038","0186","해비치","전세","45.6250","202604","27","28,665","0","3","2014","효창원로37가길 17","202605~202805","갱신","-","27,300","0","연립다세대"
"183","서울특별시 강남구 역삼동","639-12","0639","0012","중원","월세","50.0100","202604","27","32,300","6","3","2001","테헤란로19길 34-14","202607~202707","갱신","-","32,300","0","연립다세대"
"184","서울특별시 용산구 용문동","8-1","0008","0001","용문파크빌　","전세","29.9400","202604","27","27,000","0","2","2020","백범로74길 43-2","202606~202806","신규","-","","","연립다세대"
"185","서울특별시 광진구 중곡동","33-60","0033","0060","해다온","전세","38.0000","202604","27","20,000","0","4","2017","긴고랑로19길 39","202604~202804","신규","-","","","연립다세대"
"186","서울특별시 종로구 창신동","647-28","0647","0028","라비앙종로","전세","41.1400","202604","27","31,500","0","5","2019","창신4나길 6-18","202605~202805","갱신","-","33,000","0","연립다세대"
"187","서울특별시 성북구 성북동","29-14","0029","0014","(29-14)","전세","23.0000","202604","27","11,000","0","3","2006","선잠로3가길 12","202605~202805","신규","-","","","연립다세대"
"188","서울특별시 동대문구 전농동","127-244","0127","0244","유영코지빌","전세","46.4200","202604","27","28,300","0","3","2004","서울시립대로25길 17","202605~202805","갱신","사용","27,000","0","연립다세대"
"189","서울특별시 동대문구 제기동","1156","1156","0000","성일빌라112동","전세","64.9200","202604","27","26,700","0","2","2001","왕산로23가길 13-1","202605~202805","갱신","사용","25,500","0","연립다세대"
"190","서울특별시 강남구 논현동","149-18","0149","0018","라인빌리지(149-18)","전세","18.8400","202604","27","15,100","0","3","2012","논현로123길 52-5","202605~202805","갱신","-","15,100","0","연립다세대"
"191","서울특별시 강남구 논현동","197-9","0197","0009","리안빌리지","전세","14.5200","202604","27","15,490","0","3","2013","강남대로114길 30","202606~202806","신규","-","","","연립다세대"
"192","서울특별시 중랑구 중화동","320-109","0320","0109","MassinHouse","전세","17.1000","202604","27","6,500","0","3","2011","중랑역로3가길 4","202606~202806","신규","-","","","연립다세대"
"193","서울특별시 용산구 후암동","406-7","0406","0007","(406-7)","월세","27.0800","202604","27","1,500","50","3","2007","두텁바위로40길 15","202604~202804","신규","-","","","연립다세대"
"194","서울특별시 용산구 후암동","406-7","0406","0007","(406-7)","월세","27.0800","202604","27","1,500","50","3","2007","두텁바위로40길 15","202604~202804","신규","-","","","연립다세대"
"195","서울특별시 성동구 행당동","293-8","0293","0008","K-TOWER2","월세","29.1900","202604","27","30,000","20","10","2018","왕십리로21가길 12","202606~202806","신규","-","","","연립다세대"
"196","서울특별시 성동구 행당동","313-30","0313","0030","행당더힐","전세","29.0800","202604","27","31,500","0","2","2023","행당로11길 10","202606~202806","신규","-","","","연립다세대"
"197","서울특별시 광진구 중곡동","62-59","0062","0059","파인빌(62-59)","월세","58.9600","202604","27","5,000","80","4","2002","용마산로8길 20","202607~202807","신규","-","","","연립다세대"
"198","서울특별시 강남구 역삼동","728-51","0728","0051","다올하우스","전세","29.5100","202604","27","31,000","0","4","2018","테헤란로32길 53","202606~202806","신규","-","","","연립다세대"
"199","서울특별시 광진구 구의동","208-2","0208","0002","리치빌(208-2)","월세","59.5000","202604","27","29,600","20","2","2010","광나루로46길 38","202605~202805","갱신","-","28,000","20","연립다세대"
"200","서울특별시 광진구 구의동","222-69","0222","0069","(222-69)","월세","54.0800","202604","27","14,000","40","4","2004","자양로26길 97-11","202606~202806","갱신","-","14,000","40","연립다세대"
"201","서울특별시 용산구 서빙고동","104","0104","0000","(104-0)","전세","46.5900","202604","27","18,500","0","4","1997","서빙고로65길 36","202605~202805","신규","-","","","연립다세대"
"202","서울특별시 중랑구 망우동","184-25","0184","0025","세진하우스","월세","29.4700","202604","27","26,800","10","4","2023","망우로72길 21","202605~202805","신규","-","","","연립다세대"
"203","서울특별시 중랑구 상봉동","104-31","0104","0031","현대아트빌","월세","65.6900","202604","27","24,500","5","2","2006","면목로92가길 5-10","202605~202805","신규","-","","","연립다세대"
"204","서울특별시 성동구 금호동3가","9","0009","0000","(9-0)","전세","45.2400","202604","27","17,000","0","3","2012","무수막길 25-1","202604~202804","갱신","-","17,000","0","연립다세대"
