시군구,번지,건물명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 광진구 군자동,357-6,더지안빌,월세,19.73,"3,700",37,광나루로15길 15,연립다세대
서울특별시 중구 신당동,364-10,아이팰리스,월세,84.81,"30,492",95,동호로11길 50,연립다세대
서울특별시 광진구 자양동,771-22,삼성홈타운11차,월세,29.93,"21,000",4,자양로19가길 12,연립다세대
서울특별시 용산구 용문동,38-238,아르빌,전세,52.09,"33,000",0,효창원로25다길 46,연립다세대
서울특별시 광진구 중곡동,170-7,(170-7),월세,52.9,"15,000",40,능동로55길 41-7,연립다세대
서울특별시 광진구 중곡동,150-229,동서빌,전세,37.47,"21,700",0,용마산로7길 52,연립다세대
서울특별시 광진구 중곡동,199-1,다베로,월세,48.17,"7,074",73,면목로 192,연립다세대
서울특별시 광진구 중곡동,253-30,비젼하우스(253-30),월세,21.0,"9,200",15,긴고랑로4길 52,연립다세대
서울특별시 광진구 중곡동,258-25,베르데,전세,19.49,"17,350",0,긴고랑로10길 41,연립다세대
서울특별시 광진구 능동,240-11,스텔라하우스,월세,35.26,"9,000",90,능동로32길 82-38,연립다세대
서울특별시 강남구 청담동,69,청산빌라,월세,59.84,"5,000",180,학동로95길 44,연립다세대
서울특별시 강남구 청담동,55-15,(55-15),월세,68.89,"10,000",170,도산대로102길 18-11,연립다세대
서울특별시 중구 신당동,333-59,(333-59),전세,29.25,"31,950",0,다산로20길 25,연립다세대
서울특별시 중구 신당동,826-11,(826-11),월세,96.56,"3,000",40,동호로17길 65-26,연립다세대
서울특별시 성동구 용답동,167-10,엘리카운티,전세,22.89,"22,000",0,용답15길 9-13,연립다세대
서울특별시 광진구 자양동,801-1,백합빌라,월세,56.04,"3,000",110,아차산로40길 30-8,연립다세대
서울특별시 광진구 자양동,628-22,(628-22),월세,21.93,"1,000",53,자양로 71-9,연립다세대
서울특별시 광진구 자양동,596-13,토미빌,월세,29.59,"7,000",30,뚝섬로50길 33,연립다세대
서울특별시 광진구 자양동,629-14,로마그린빌,전세,62.4,"30,000",0,뚝섬로59길 53-1,연립다세대
서울특별시 광진구 자양동,629-14,로마그린빌,전세,62.4,"30,000",0,뚝섬로59길 53-1,연립다세대
서울특별시 광진구 자양동,55-4,제이파크,전세,27.01,"24,800",0,뚝섬로22가길 44,연립다세대
서울특별시 광진구 자양동,225-26,금강아트빌라,전세,62.81,"25,000",0,아차산로41길 36,연립다세대
서울특별시 광진구 자양동,597,대원캐슬6차,전세,29.16,"29,500",0,뚝섬로48길 21,연립다세대
서울특별시 광진구 자양동,227-166,크로마하우스5차,월세,27.0,"22,000",5,자양번영로11길 19-5,연립다세대
서울특별시 광진구 자양동,684-6,아하브빌리지,월세,52.2,"5,000",116,뚝섬로64길 20-4,연립다세대
서울특별시 광진구 자양동,774-6,한양에버빌,전세,35.44,"38,325",0,아차산로45길 19,연립다세대
서울특별시 광진구 자양동,6-69,(6-69),월세,15.71,"1,000",59,아차산로32길 24,연립다세대
서울특별시 광진구 구의동,221-78,구의엘리시아,월세,32.78,"29,000",20,구의로 19-10,연립다세대
서울특별시 광진구 구의동,642-3,구의동에코하임,전세,29.96,"31,500",0,광나루로30다길 7,연립다세대
서울특별시 성동구 사근동,213-20,하바빌,월세,36.51,"1,000",58,사근동9가길 9,연립다세대
서울특별시 성북구 안암동3가,133-59,(133-59),월세,37.71,"3,000",120,보문로22길 46,연립다세대
서울특별시 광진구 구의동,33-60,선경쉐르빌(33-60),전세,76.68,"42,000",0,천호대로137길 62,연립다세대
서울특별시 광진구 구의동,211-26,성원아트빌,월세,33.01,"14,200",10,광나루로52길 40,연립다세대
서울특별시 광진구 구의동,211-26,성원아트빌,월세,33.01,"14,200",10,광나루로52길 40,연립다세대
서울특별시 광진구 구의동,227-6,노블,월세,13.32,"7,000",17,구의로 66,연립다세대
서울특별시 광진구 구의동,614-12,스카이팰리스,월세,28.24,"24,000",10,천호대로132길 60,연립다세대
서울특별시 광진구 구의동,21-17,(21-17),전세,40.02,"17,800",0,영화사로16길 26-10,연립다세대
서울특별시 성동구 성수동1가,374-1,상록연립,전세,60.93,"17,800",0,둘레9가길 23,연립다세대
서울특별시 성동구 성수동1가,357,세움연립,전세,43.89,"22,500",0,둘레길 53-8,연립다세대
서울특별시 강남구 일원동,620-5,이안채,전세,23.62,"30,000",0,개포로118길 26-8,연립다세대
서울특별시 강남구 일원동,630-4,(630-4),전세,24.2,"30,000",0,개포로118길 58-6,연립다세대
서울특별시 광진구 구의동,220-51,(220-51),월세,15.49,"1,000",47,아차산로59길 23,연립다세대
서울특별시 종로구 동숭동,129-21,영빌라(129-21),월세,51.09,"3,000",90,동숭4나길 34,연립다세대
서울특별시 강남구 역삼동,778-26,(778-26),월세,21.87,"1,000",90,언주로69길 17,연립다세대
서울특별시 성북구 정릉동,383-113,베르디움,월세,57.14,"1,000",150,정릉로21가길 17,연립다세대
서울특별시 성북구 정릉동,227-41,인수빌,월세,14.73,"1,000",42,서경로18길 13,연립다세대
서울특별시 성동구 사근동,182-12,세방스테이,월세,59.68,"2,000",85,사근동12길 12-20,연립다세대
서울특별시 중구 회현동2가,48-22,블루버드명동,월세,23.93,"33,000",40,소공로4길 25,연립다세대
서울특별시 용산구 서계동,251-3,(251-3),전세,40.86,"13,000",0,효창원로104나길 26,연립다세대
서울특별시 용산구 서계동,33-233,오브레더서계,전세,29.99,"28,000",0,청파로73다길 2,연립다세대
서울특별시 강남구 개포동,1182-4,뉴아트빌라(1182-4),전세,47.55,"25,000",0,논현로8길 66-9,연립다세대
서울특별시 광진구 구의동,248-43,(248-43),월세,38.28,"2,000",78,아차산로53길 60,연립다세대
서울특별시 동대문구 휘경동,28-11,(28-11),월세,12.94,"1,000",49,망우로20길 20,연립다세대
서울특별시 종로구 행촌동,210-419,해오름아트빌,전세,50.35,"19,800",0,사직로1라길 27,연립다세대
서울특별시 성북구 동선동3가,229,M-City,월세,12.71,"1,000",70,보문로34가길 8,연립다세대
서울특별시 강남구 역삼동,778-26,(778-26),월세,21.87,"1,000",90,언주로69길 17,연립다세대
서울특별시 강남구 역삼동,657-28,역삼빌,월세,25.92,100,66,논현로106길 28,연립다세대
서울특별시 동대문구 전농동,127-56,전농센트라노,전세,27.5,"30,000",0,서울시립대로19길 8,연립다세대
서울특별시 강남구 역삼동,745-24,마이플레이스,월세,28.64,"32,000",20,논현로75길 24,연립다세대
서울특별시 강남구 역삼동,778-23,더블유힐,전세,40.59,"24,000",0,언주로69길 17-4,연립다세대
서울특별시 성북구 동선동2가,348,필하우스,월세,27.45,"12,000",50,보문로30가길 41-23,연립다세대
서울특별시 성북구 정릉동,206-120,천우네오젠,월세,28.49,"15,100",10,보국문로8나길 4,연립다세대
서울특별시 성북구 동선동1가,121-5,바로세움,전세,12.17,"12,000",0,동소문로24길 13-9,연립다세대
서울특별시 용산구 이촌동,212-4,르네상스,월세,30.23,"5,000",154,이촌로2가길 5,연립다세대
서울특별시 성북구 안암동5가,9-16,탑하우스,월세,14.16,"2,000",38,개운사길 60-42,연립다세대
서울특별시 성동구 금호동3가,934,(934-0),월세,41.88,"3,500",53,금호산2길 5,연립다세대
서울특별시 성동구 금호동3가,937,삼성빌,월세,45.95,"13,000",50,금호산2길 7-1,연립다세대
서울특별시 성동구 금호동3가,183,(183-0),전세,54.06,"30,000",0,무수막1길 7,연립다세대
서울특별시 중랑구 상봉동,112,봉황헌,월세,17.04,"1,000",100,면목로95길 11-16,연립다세대
서울특별시 동대문구 이문동,264-290,(264-290),월세,50.79,"1,000",65,천장산로7길 46-7,연립다세대
서울특별시 중랑구 상봉동,103-2,루체빌,월세,29.8,"20,000",22,면목로92다길 9,연립다세대
서울특별시 중구 중림동,400-26,(400-26),전세,68.1,"21,000",0,서소문로2길 14-6,연립다세대
서울특별시 강남구 세곡동,432-5,강남피렌체(Firenze),전세,58.17,"50,923",0,헌릉로571길 70-11,연립다세대
서울특별시 강남구 세곡동,432-5,강남피렌체(Firenze),전세,58.17,"50,923",0,헌릉로571길 70-11,연립다세대
서울특별시 중구 중림동,393-8,(393-8),월세,69.39,"7,000",30,중림로2길 21-24,연립다세대
서울특별시 용산구 용산동2가,28-2,대용빌,월세,15.3,300,37,신흥로11길 25,연립다세대
서울특별시 종로구 가회동,1-10,가회동빌라,월세,243.56,0,"1,300",북촌로 97,연립다세대
서울특별시 강남구 대치동,934-4,(934-4),월세,17.3,"10,000",42,삼성로63길 49,연립다세대
서울특별시 성북구 정릉동,266-452,(266-452),월세,15.17,"1,000",45,보국문로18가길 60,연립다세대
서울특별시 용산구 용산동2가,44-5,명품빌,월세,21.45,"12,000",9,신흥로5길 5,연립다세대
서울특별시 중랑구 묵동,249-83,MYMAISON149(249-83),월세,19.8,"3,000",43,동일로149길 35-5,연립다세대
서울특별시 중랑구 묵동,126-8,YK하우스,월세,92.72,"3,000",50,동일로148나길 20,연립다세대
서울특별시 용산구 청파동3가,27-9,카이벨로체청파1차,월세,21.67,"1,000",80,청파로43가길 22,연립다세대
서울특별시 강남구 삼성동,90-2,삼성테크빌,월세,115.66,"1,000",60,영동대로122길 10,연립다세대
서울특별시 용산구 청파동3가,118-23,다온누리,전세,25.47,"22,000",0,청파로43길 57-6,연립다세대
서울특별시 성동구 행당동,296-24,스테이빌,월세,55.73,"15,000",50,왕십리로21다길 14,연립다세대
서울특별시 강남구 역삼동,778-23,더블유힐,전세,40.69,"31,500",0,언주로69길 17-4,연립다세대
서울특별시 중랑구 묵동,163-4,EPISODE1(에피소드원),월세,12.64,"9,100",20,중랑역로 272-6,연립다세대
서울특별시 강남구 논현동,244-15,(244-15),월세,23.7,"31,000",15,선릉로125길 26,연립다세대
서울특별시 강남구 역삼동,749-3,호호빌,전세,29.84,"35,000",0,테헤란로22길 55,연립다세대
서울특별시 강남구 논현동,33-1,준빌라,월세,55.4,"2,000",145,도산대로26길 25,연립다세대
서울특별시 강남구 논현동,173-9,샤인빌리지,월세,96.88,"2,000",70,봉은사로11길 59,연립다세대
서울특별시 강남구 논현동,78-17,제이피스페이스,월세,29.17,"2,000",106,학동로33길 33,연립다세대
서울특별시 강남구 논현동,172-13,파크캐슬B동,월세,29.7,"3,000",190,봉은사로11길 39,연립다세대
서울특별시 강남구 논현동,170-5,FLATC,월세,28.66,"3,000",140,논현로115길 65,연립다세대
서울특별시 종로구 명륜1가,31-21,(31-21),전세,51.7,"33,500",0,혜화로 43,연립다세대
서울특별시 동대문구 휘경동,312-54,(312-54),월세,15.73,"1,000",45,전농로38길 81,연립다세대
서울특별시 동대문구 장안동,466-17,GOLDENLUCE,전세,27.39,"32,000",0,장한로2길 76,연립다세대
서울특별시 동대문구 신설동,45-2,로얄팰리스,월세,28.97,"22,000",15,한빛로 29,연립다세대
서울특별시 강남구 논현동,171-1,네오빌(171-1),전세,82.7,"45,000",0,학동로26길 79,연립다세대
서울특별시 강남구 논현동,244-15,(244-15),월세,24.04,"27,900",30,선릉로125길 26,연립다세대
서울특별시 강남구 논현동,78-17,제이피스페이스,월세,29.17,"2,000",106,학동로33길 33,연립다세대
서울특별시 강남구 논현동,33-1,준빌라,월세,42.56,"2,000",145,도산대로26길 25,연립다세대
서울특별시 광진구 화양동,19-6,혜성빌,월세,21.29,"12,000",26,광나루로16길 8-3,연립다세대
서울특별시 강남구 삼성동,90-2,삼성테크빌,월세,115.66,"1,000",60,영동대로122길 10,연립다세대
서울특별시 강남구 삼성동,24-18,공간2차,월세,26.21,"25,000",4,삼성로115길 20-12,연립다세대
서울특별시 용산구 후암동,60-22,(60-22),월세,39.68,"18,500",10,후암로30길 8,연립다세대
서울특별시 강남구 삼성동,48-14,초석씨엘하우징(48-14),월세,62.27,"3,000",133,봉은사로73길 17-8,연립다세대
서울특별시 광진구 화양동,31-64,(31-64),월세,66.32,"1,000",60,동일로26길 15,연립다세대
서울특별시 광진구 화양동,19-6,혜성빌,월세,21.29,"12,000",26,광나루로16길 8-3,연립다세대
서울특별시 성북구 돈암동,2-43,돈암드림힐,전세,13.01,"6,000",0,정릉로52길 43,연립다세대
서울특별시 종로구 명륜1가,46-1,크라운빌A동,월세,15.01,"1,000",70,혜화로5길 7,연립다세대
서울특별시 광진구 화양동,17-46,(17-46),월세,27.9,"3,000",53,군자로7길 2-7,연립다세대
서울특별시 강남구 삼성동,114-20,SongHaven,월세,58.42,"20,000",85,봉은사로68길 6-10,연립다세대
서울특별시 중랑구 면목동,317-3,오성빌라2차,월세,43.66,"3,000",99,겸재로54가길 13,연립다세대
서울특별시 중랑구 면목동,1255-1,대한빌라,전세,37.87,"12,300",0,겸재로49길 58,연립다세대
서울특별시 중랑구 면목동,175-114,엔젤하우스B동,월세,28.39,"8,000",15,동일로95가길 4,연립다세대
서울특별시 중랑구 면목동,175-114,엔젤하우스B동,월세,28.39,"8,000",15,동일로95가길 4,연립다세대
서울특별시 중랑구 면목동,1546,행복오피스텔,월세,37.08,"25,000",8,겸재로 240,연립다세대
서울특별시 중랑구 면목동,114-12,JTower,전세,70.8,"38,000",0,면목로 376,연립다세대
서울특별시 중랑구 면목동,110-36,미래아트빌,전세,29.83,"26,800",0,용마산로81길 62,연립다세대
서울특별시 강남구 역삼동,778-13,더프라나역삼,전세,29.89,"38,500",0,언주로69길 23-8,연립다세대
서울특별시 동대문구 제기동,1142-4,로얄팰리스,전세,29.26,"27,000",0,회기로 32,연립다세대
서울특별시 동대문구 제기동,695,더팰리스,월세,29.91,"2,000",137,고산자로 516-1,연립다세대
서울특별시 동대문구 제기동,285-22,에덴하우스2차,월세,39.05,"3,000",80,홍릉로17길 16,연립다세대
서울특별시 종로구 동숭동,4-82,(4-82),월세,35.1,"2,000",70,동숭4라길 13-3,연립다세대
서울특별시 종로구 동숭동,129-21,영빌라(129-21),월세,51.09,"3,000",90,동숭4나길 34,연립다세대
서울특별시 성동구 성수동2가,299-177,(299-177),전세,28.42,"19,000",0,광나루로2길 24-10,연립다세대
서울특별시 성동구 성수동2가,590-1,진주타운,전세,49.68,"20,000",0,둘레19길 23,연립다세대
서울특별시 중랑구 면목동,210,동방빌라,전세,62.4,"20,000",0,면목로84길 51-14,연립다세대
서울특별시 강남구 역삼동,787-6,엔스빌,월세,56.25,"3,000",210,논현로64길 30-1,연립다세대
