시군구,번지,건물명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 강북구 수유동,486-23,진솔아트빌,월세,66.61,"20,500",10,삼양로69가길 1,연립다세대
서울특별시 강북구 수유동,410-80,참하우스토리,전세,29.92,"17,000",0,인수봉로61길 18,연립다세대
서울특별시 강서구 염창동,242-40,삼성펠리체,전세,29.9,"22,050",0,양천로65길 32,연립다세대
서울특별시 은평구 갈현동,110-31,N-갤러리아빌,월세,29.65,"15,400",30,연서로27길 27-49,연립다세대
서울특별시 도봉구 방학동,713-45,청구아트빌라F동,전세,37.74,"9,800",0,도봉로150바길 57-6,연립다세대
서울특별시 마포구 중동,229,다원빌,월세,31.44,"11,000",60,성암로3나길 20,연립다세대
서울특별시 마포구 대흥동,22-44,더스테이힐,월세,15.64,"12,000",20,고산16길 46,연립다세대
서울특별시 강북구 미아동,160-26,아르테가수유역,월세,27.053,"5,500",135,덕릉로28길 28,연립다세대
서울특별시 강북구 미아동,187-50,늘푸른원룸,월세,20.58,500,50,도봉로68길 11-14,연립다세대
서울특별시 강북구 미아동,160-26,아르테가수유역,월세,27.053,"5,500",135,덕릉로28길 28,연립다세대
서울특별시 마포구 상암동,42-14,수정빌리지,전세,17.7,"11,500",0,월드컵북로44길 77,연립다세대
서울특별시 양천구 목동,746-21,선호빌,월세,15.6,"1,000",59,목동중앙본로1길 16,연립다세대
서울특별시 양천구 목동,760-11,라일락하우스,전세,31.02,"18,780",0,목동중앙로5길 47,연립다세대
서울특별시 강서구 등촌동,662-2,레오하우스,월세,17.916,"2,000",40,화곡로61길 94,연립다세대
서울특별시 강서구 등촌동,641-12,루미에르,월세,18.54,"21,700",5,양천로60길 60,연립다세대
서울특별시 강서구 등촌동,646-46,WealthVill,전세,46.95,"25,900",0,화곡로66길 186-23,연립다세대
서울특별시 강서구 등촌동,656-10,동서타운(656-10),월세,53.02,"5,500",70,화곡로 376-10,연립다세대
서울특별시 강서구 등촌동,533-43,예지쉐르빌48차,월세,71.46,"20,790",15,공항대로58나길 6,연립다세대
서울특별시 강서구 등촌동,654-56,해오름,월세,51.9,"25,000",5,공항대로49길 12-14,연립다세대
서울특별시 강서구 등촌동,721,동양하우징,전세,22.85,"25,200",0,등촌로 65,연립다세대
서울특별시 양천구 목동,131-21,프로방스,전세,29.22,"23,500",0,목동중앙로13나길 41,연립다세대
서울특별시 서대문구 홍은동,413-45,(413-45),월세,18.65,"5,500",30,증가로6길 34-27,연립다세대
서울특별시 서대문구 홍은동,410-42,더플레이스,월세,47.55,"23,000",10,증가로10길 60-7,연립다세대
서울특별시 양천구 목동,535-38,호연,전세,77.74,"31,000",0,목동중앙북로16길 46-6,연립다세대
서울특별시 양천구 목동,521-8,벽담주택(521-8),전세,47.09,"18,900",0,목동중앙북로22길 11-21,연립다세대
서울특별시 강서구 등촌동,533-18,거산하이빌(533-18),월세,29.59,"15,000",25,등촌로55길 50,연립다세대
서울특별시 강서구 등촌동,656-10,동서타운(656-10),월세,53.02,"5,500",70,화곡로 376-10,연립다세대
서울특별시 강서구 등촌동,643-47,한강두유림11차,전세,28.44,"22,900",0,공항대로53나길 12-5,연립다세대
서울특별시 마포구 염리동,81-14,앰버하우스14차,전세,18.0,"15,700",0,백범로17안길 14,연립다세대
서울특별시 마포구 염리동,10-80,앰버하우스6차,전세,16.45,"13,000",0,숭문16가길 27,연립다세대
서울특별시 양천구 신정동,960-17,토가,월세,15.37,"1,000",42,오목로38길 23-13,연립다세대
서울특별시 양천구 신정동,931-2,태현그린맨션A동,월세,38.4,"8,000",30,신정중앙로8길 3,연립다세대
서울특별시 양천구 신정동,963-5,(963-5),월세,29.59,"21,500",5,오목로34길 12,연립다세대
서울특별시 양천구 신정동,876-7,(876-7),전세,42.23,"21,000",0,은행정로19가길 7,연립다세대
서울특별시 양천구 신정동,1002-11,(1002-11),월세,49.42,"1,000",80,목동로13길 14-1,연립다세대
서울특별시 마포구 합정동,429-3,샤인빌리지,월세,60.05,"5,000",101,월드컵로7길 31,연립다세대
서울특별시 마포구 합정동,433-38,강변스위트,월세,50.51,"23,400",7,월드컵로7길 74,연립다세대
서울특별시 마포구 합정동,91-26,(91-26),전세,35.28,"15,120",0,토정로2길 6-23,연립다세대
서울특별시 마포구 합정동,450-12,동광팰리스,월세,26.05,"2,000",65,동교로 16-6,연립다세대
서울특별시 마포구 합정동,431-11,그레이스빌,월세,29.88,"5,000",100,월드컵로7길 65-3,연립다세대
서울특별시 은평구 녹번동,108-4,이지라이프빌,전세,83.78,"35,000",0,녹번로7길 13-3,연립다세대
서울특별시 노원구 상계동,1125,수락사회주택,월세,30.0,"11,762",34,동일로242길 103,연립다세대
서울특별시 도봉구 도봉동,599-11,그린빌라,월세,30.69,500,40,시루봉로23다길 27-8,연립다세대
서울특별시 은평구 응암동,696-19,(696-19),월세,36.81,800,50,가좌로7라길 13-1,연립다세대
서울특별시 은평구 응암동,587-29,리모스튜디오(새절),월세,16.91,"1,000",55,가좌로9길 26,연립다세대
서울특별시 은평구 응암동,99-27,아람아트빌(99-27),월세,72.63,"4,000",100,은평로12길 12-6,연립다세대
서울특별시 은평구 응암동,587-29,리모스튜디오(새절),월세,16.91,"1,000",55,가좌로9길 26,연립다세대
서울특별시 은평구 증산동,164-12,에스와이빌,월세,29.99,"3,000",95,증산로9길 6-14,연립다세대
서울특별시 마포구 노고산동,19-1,(19-1),월세,34.44,"1,000",120,백범로1길 84,연립다세대
서울특별시 마포구 노고산동,33-2,신촌더힐하우스,전세,29.28,"35,000",0,고산3길 25,연립다세대
서울특별시 마포구 노고산동,19-1,(19-1),월세,34.44,"1,000",120,백범로1길 84,연립다세대
서울특별시 마포구 노고산동,54-21,라이프빌딩,월세,11.14,"1,000",106,신촌로14길 11,연립다세대
서울특별시 마포구 노고산동,12-204,(12-204),전세,14.7,"7,000",0,고산2길 80,연립다세대
서울특별시 마포구 노고산동,54-96,수빌딩,월세,14.4,"1,000",90,신촌로12다길 29,연립다세대
서울특별시 서대문구 연희동,339-95,크로바연립,월세,40.15,500,45,성산로17길 32,연립다세대
서울특별시 서대문구 연희동,43-1,화이트빌,월세,24.84,500,66,연희로10길 43-7,연립다세대
서울특별시 성북구 길음동,1236,리츠팰리스,전세,39.41,"15,000",0,삼양로9길 5-18,연립다세대
서울특별시 서대문구 옥천동,126-171,(126-171),전세,38.02,"24,000",0,독립문로4길 18-3,연립다세대
서울특별시 서대문구 북아현동,1-326,유신빌라4차,전세,65.43,"20,000",0,북아현로22마길 48,연립다세대
서울특별시 서대문구 북아현동,187-16,(187-16),월세,31.53,"1,000",59,북아현로23길 25,연립다세대
서울특별시 은평구 대조동,28-19,서경하우스,월세,29.49,"1,000",85,불광로1길 18,연립다세대
서울특별시 은평구 대조동,209-36,다정아트빌(209-36),월세,45.13,"7,000",50,역말로9가길 2-5,연립다세대
서울특별시 은평구 대조동,208-33,부림베네치아,전세,47.52,"27,500",0,역말로9가길 2-12,연립다세대
서울특별시 강북구 번동,415-30,보하티빌18차,월세,41.0,"5,000",160,오패산로78길 6,연립다세대
서울특별시 은평구 갈현동,6-70,한양홈타운5차,전세,84.02,"24,600",0,갈현로47길 14-6,연립다세대
서울특별시 은평구 갈현동,326-30,월드샤인빌,월세,29.33,"2,000",80,서오릉로24길 9,연립다세대
서울특별시 은평구 갈현동,514-3,예건파크빌,월세,45.61,100,40,갈현로25길 17,연립다세대
서울특별시 마포구 신수동,22-49,(22-49),전세,44.91,"22,000",0,백범로 73-4,연립다세대
서울특별시 마포구 신수동,62-51,(62-51),전세,50.34,"20,000",0,대흥로13길 1,연립다세대
서울특별시 서대문구 창천동,501-14,삼성아트빌,전세,23.76,"15,000",0,신촌로3나길 30,연립다세대
서울특별시 서대문구 창천동,90-27,금반석시티빌7차,월세,12.74,"5,000",43,신촌로7길 49-10,연립다세대
서울특별시 마포구 창전동,6-149,안다미로빌,월세,17.75,"1,000",83,와우산로26길 9-20,연립다세대
서울특별시 마포구 창전동,6-75,신촌도미텔,월세,20.16,"1,000",60,와우산로24길 43-4,연립다세대
서울특별시 마포구 창전동,6-75,신촌도미텔,월세,20.16,"1,000",60,와우산로24길 43-4,연립다세대
서울특별시 은평구 갈현동,6-90,삼익빌라(6-90),전세,57.63,"18,500",0,갈현로 333-21,연립다세대
서울특별시 서대문구 창천동,90-27,금반석시티빌7차,월세,12.74,"5,000",43,신촌로7길 49-10,연립다세대
서울특별시 서대문구 창천동,4-114,(4-114),월세,12.04,500,61,연세로2다길 37,연립다세대
서울특별시 은평구 구산동,3-11,금강블루(3-11),전세,39.16,"20,000",0,서오릉로 157-10,연립다세대
서울특별시 은평구 구산동,19-3,더클래스,전세,55.61,"32,000",0,연서로13길 13-4,연립다세대
서울특별시 강북구 우이동,18-40,북한산에버아트,월세,44.37,"12,533",10,삼양로173가길 18,연립다세대
서울특별시 서대문구 남가좌동,337-28,주원PetVill,월세,29.67,"10,000",70,가재울로6길 33,연립다세대
서울특별시 서대문구 남가좌동,3-10,건스빌,월세,38.86,"2,041",17,명지대5길 10-9,연립다세대
서울특별시 서대문구 남가좌동,337-28,주원PetVill,월세,29.67,"10,000",70,가재울로6길 33,연립다세대
서울특별시 강북구 우이동,18-40,북한산에버아트,월세,54.14,"12,661",11,삼양로173가길 18,연립다세대
서울특별시 은평구 역촌동,25-112,JE편안한세상,전세,39.0,"17,000",0,진흥로7가길 3-19,연립다세대
서울특별시 은평구 역촌동,34-44,낙원주택,월세,47.87,"10,900",10,진흥로1나길 1,연립다세대
서울특별시 은평구 역촌동,25-40,"제이드빌(A,B,C동)",전세,41.22,"19,294",0,진흥로9길 15-8,연립다세대
서울특별시 강서구 화곡동,879-3,1STHOUSE,월세,27.65,"19,000",3,곰달래로30길 22,연립다세대
서울특별시 동작구 노량진동,221-2,한림빌라(221-2),월세,37.11,"1,000",90,만양로13가길 21,연립다세대
서울특별시 동작구 노량진동,221-2,한림빌라(221-2),월세,37.11,"1,000",90,만양로13가길 21,연립다세대
서울특별시 동작구 대방동,393-17,미래팰리스,전세,25.96,"23,000",0,대방동2길 25,연립다세대
서울특별시 동작구 대방동,378-6,스카이캐슬,월세,27.07,"24,440",25,대방동17길 6,연립다세대
서울특별시 동작구 대방동,378-6,스카이캐슬,월세,27.07,"24,440",25,대방동17길 6,연립다세대
서울특별시 영등포구 도림동,232-22,스마트빌,월세,47.05,"20,000",30,도신로15길 12,연립다세대
서울특별시 금천구 가산동,237-96,비에스힐즈-2,월세,29.75,"1,000",130,두산로3길 42,연립다세대
서울특별시 강서구 화곡동,1059-26,리치하우스6차,월세,40.65,"3,000",120,화곡로31가길 4,연립다세대
서울특별시 강서구 화곡동,1079-9,선하우스,월세,36.72,"1,000",56,화곡로26길 22,연립다세대
서울특별시 강서구 화곡동,886-8,슈프림더하이움,월세,47.13,"14,888",12,국회대로 155,연립다세대
서울특별시 강서구 화곡동,457-20,더스위트(457-20),월세,29.12,"3,000",85,곰달래로45길 57,연립다세대
서울특별시 강서구 화곡동,795-5,나리빌,월세,50.04,"3,000",75,등촌로3길 36-4,연립다세대
서울특별시 강서구 화곡동,46-352,선경자이빌(46-352),월세,45.16,"1,000",70,까치산로14길 23,연립다세대
서울특별시 강서구 화곡동,914-23,화곡프라임,월세,20.73,"11,600",7,곰달래로22길 33,연립다세대
서울특별시 강서구 화곡동,369-5,그린빌369-5,월세,37.56,"3,000",71,가로공원로84길 34,연립다세대
서울특별시 강서구 화곡동,151-5,주연하우스(151-5),전세,25.75,"18,300",0,곰달래로35길 151,연립다세대
서울특별시 강서구 화곡동,465-1,삼우,월세,55.82,"2,285",44,곰달래로49길 120,연립다세대
서울특별시 강서구 화곡동,465-1,삼우,월세,59.65,"2,720",54,곰달래로49길 120,연립다세대
서울특별시 강서구 화곡동,465-1,삼우,월세,74.98,"2,840",42,곰달래로49길 120,연립다세대
서울특별시 강서구 화곡동,465-1,삼우,월세,55.82,"2,315",44,곰달래로49길 120,연립다세대
서울특별시 강서구 화곡동,465-1,삼우,월세,53.66,"2,298",45,곰달래로49길 120,연립다세대
서울특별시 동작구 사당동,1047-28,동화빌라A,월세,49.53,"20,000",37,남부순환로265가길 4,연립다세대
서울특별시 동작구 사당동,178-24,178-24,월세,29.98,"3,000",100,사당로27길 231,연립다세대
서울특별시 동작구 사당동,314-10,사당동미소주택,월세,28.44,"1,202",31,사당로20나길 58-6,연립다세대
서울특별시 동작구 사당동,442-10,이수빌(442-10),월세,59.52,"34,000",11,사당로20라길 30-3,연립다세대
서울특별시 동작구 사당동,183-30,(183-30),월세,38.02,"17,000",15,사당로2아길 14-14,연립다세대
서울특별시 동작구 사당동,437-39,다경빌(437-39),전세,39.65,"30,000",0,남부순환로265길 68,연립다세대
서울특별시 동작구 사당동,1007-25,이수월든빌,전세,19.463,"31,000",0,사당로30길 35-4,연립다세대
서울특별시 동작구 사당동,303-13,대하빌라,전세,49.32,"17,000",0,남부순환로255마길 16,연립다세대
서울특별시 강서구 화곡동,465-1,삼우,월세,55.82,"2,263",43,곰달래로49길 120,연립다세대
서울특별시 강서구 화곡동,392-42,대원빌라(392-42),월세,23.03,"6,500",15,강서로16길 44-41,연립다세대
서울특별시 강서구 가양동,251-3,서해빌라,월세,64.74,"21,670",4,양천로47가길 36,연립다세대
서울특별시 강서구 가양동,146-19,아트리버빌,월세,26.47,"17,500",25,양천로51길 13-6,연립다세대
서울특별시 강서구 화곡동,1055-9,샬롬하우스,월세,16.38,"1,000",55,강서로34길 25,연립다세대
서울특별시 영등포구 양평동5가,71-3,라이즈,전세,13.99,"27,700",0,양평로22가길 8,연립다세대
서울특별시 영등포구 양평동5가,121-4,선유도리버빌B동,전세,29.13,"18,000",0,양평로24길 34,연립다세대
서울특별시 강서구 화곡동,1046-24,라이프타운(1046-24),월세,59.87,"13,000",60,화곡로13나길 41,연립다세대
서울특별시 강서구 화곡동,976-21,나린하임A동,전세,32.69,"18,000",0,까치산로 115,연립다세대
서울특별시 강서구 화곡동,886-8,슈프림더하이움,월세,47.13,"6,012",62,국회대로 155,연립다세대
서울특별시 강서구 화곡동,886-8,슈프림더하이움,월세,47.13,"5,958",61,국회대로 155,연립다세대
서울특별시 강서구 화곡동,504-46,쌍용빌라(504-46),전세,54.22,"20,000",0,등촌로13길 36-27,연립다세대
서울특별시 강서구 화곡동,351-41,씨티하우스비동,월세,23.57,"20,000",8,강서로17가길 55,연립다세대
서울특별시 강서구 마곡동,1335,마곡서림빌,월세,29.8,"5,000",90,방화대로44길 24-11,연립다세대
서울특별시 송파구 송파동,180-3,(180-3),월세,30.72,"3,043",31,송파대로36길 26-4,연립다세대
서울특별시 금천구 시흥동,985-18,(985-18),월세,33.95,"2,000",73,시흥대로 133-4,연립다세대
서울특별시 금천구 시흥동,944-1,홍익빌라,월세,59.64,"3,000",40,시흥대로36길 40,연립다세대
서울특별시 금천구 시흥동,897-2,엘림하우스-3,월세,46.71,513,41,독산로11길 25,연립다세대
서울특별시 강서구 화곡동,95-79,프린스빌,전세,59.22,"21,500",0,화곡로37길 24,연립다세대
서울특별시 강서구 화곡동,56-659,조은빌리지(56-659),전세,37.7,"13,650",0,까치산로4길 75-9,연립다세대
서울특별시 영등포구 양평동5가,121-4,선유도리버빌B동,전세,29.13,"19,000",0,양평로24길 34,연립다세대
서울특별시 영등포구 양평동4가,237-2,새롬하우스,월세,12.47,"1,000",56,양평로20길 16-4,연립다세대
서울특별시 영등포구 양평동4가,237-2,새롬하우스,월세,12.47,"1,000",53,양평로20길 16-4,연립다세대
서울특별시 강서구 내발산동,665-22,아트빌,전세,34.8,"15,400",0,우장산로 5-14,연립다세대
서울특별시 영등포구 영등포동1가,55,필오피스텔,월세,17.02,"2,000",64,경인로114나길 7,연립다세대
서울특별시 구로구 개봉동,272-9,다원리치빌2차,월세,27.16,"3,000",75,개봉로11길 66-40,연립다세대
서울특별시 구로구 개봉동,276-32,PAPRICA276,전세,13.05,"6,800",0,개봉로2길 83,연립다세대
서울특별시 구로구 개봉동,353-5,예담스테이개봉역,월세,25.68,"5,500",95,개봉로24길 3,연립다세대
서울특별시 구로구 오류동,81-25,민영,월세,32.98,"21,290",20,경인로13길 19,연립다세대
서울특별시 구로구 오류동,6-14,대동빌101동102동,월세,36.32,"1,500",138,고척로1길 14-14,연립다세대
서울특별시 강서구 공항동,690-6,영화빌라,월세,15.63,100,39,송정로 13-6,연립다세대
서울특별시 동작구 상도동,497-2,스카이포레,월세,49.23,"6,606",68,상도로 392-7,연립다세대
서울특별시 동작구 상도동,7-110,비치빌라,월세,42.39,"10,000",65,상도로47아길 40,연립다세대
서울특별시 동작구 상도동,211-478,현대하이츠106동,전세,53.25,"16,000",0,양녕로22바길 50,연립다세대
서울특별시 동작구 상도동,279-567,(279-567),월세,33.39,"11,900",11,성대로6가길 94-1,연립다세대
서울특별시 동작구 상도동,159-37,효파크빌,월세,46.91,50,35,상도로38길 100,연립다세대
서울특별시 동작구 상도동,7-110,비치빌라,월세,42.39,"10,000",65,상도로47아길 40,연립다세대
서울특별시 동작구 상도동,279-567,(279-567),월세,33.39,"11,900",11,성대로6가길 94-1,연립다세대
서울특별시 동작구 상도동,465-11,오페라빌,월세,60.24,"3,000",125,상도로49길 17,연립다세대
서울특별시 동작구 상도동,491-20,491-20,월세,12.22,"2,500",41,상도로54길 40,연립다세대
서울특별시 영등포구 영등포동6가,52-14,더엔터빌,월세,29.97,"2,000",61,영신로42길 15-1,연립다세대
서울특별시 영등포구 대림동,875-13,(875-13),월세,38.71,"2,000",65,대림로12가길 9,연립다세대
서울특별시 관악구 봉천동,178-261,부흥빌라,월세,30.61,"10,000",17,인헌15길 19,연립다세대
서울특별시 관악구 봉천동,14-46,성지원룸,월세,14.44,500,42,청림2길 31-1,연립다세대
서울특별시 관악구 봉천동,959-12,현경플레인즈,월세,12.41,500,35,남부순환로191가길 12,연립다세대
서울특별시 관악구 봉천동,1641-40,송림빌라(E동),전세,48.84,"21,000",0,인헌7길 14,연립다세대
서울특별시 관악구 봉천동,903-1,삼화빌리지,월세,88.92,"15,000",65,봉천로27길 58-5,연립다세대
서울특별시 관악구 봉천동,1510-21,인헌맨션(1510-21),전세,84.18,"25,000",0,낙성대역8길 30,연립다세대
서울특별시 관악구 봉천동,196-64,보람아트빌라,전세,52.41,"19,000",0,낙성대역14길 7,연립다세대
서울특별시 관악구 봉천동,673-23,일광리치빌,월세,30.53,"18,000",10,봉천로13나길 57,연립다세대
서울특별시 관악구 봉천동,196-242,(196-242),월세,33.78,"3,000",60,낙성대역3길 28-13,연립다세대
서울특별시 서초구 방배동,477-11,방배파크빌,월세,29.62,"3,000",100,효령로4길 11,연립다세대
서울특별시 서초구 방배동,929-27,엘리자빌,월세,26.26,"3,000",53,방배로15길 54-14,연립다세대
서울특별시 서초구 방배동,853-20,(853-20),월세,20.0,"3,500",53,동광로18길 77,연립다세대
서울특별시 서초구 방배동,905-31,(905-31),월세,20.7,"1,000",57,방배로18길 24-8,연립다세대
서울특별시 서초구 방배동,454-39,그린빌,월세,84.84,"15,000",60,방배천로2안길 63-1,연립다세대
서울특별시 서초구 방배동,791-22,리더스힐,전세,21.61,"35,700",0,방배로35길 32-6,연립다세대
서울특별시 서초구 방배동,437-21,(437-21),월세,105.63,"15,000",35,방배천로16길 11-6,연립다세대
서울특별시 서초구 양재동,5-9,비버리하임,전세,58.01,"47,250",0,논현로31길 65,연립다세대
서울특별시 서초구 양재동,280-2,가온빌(280-2),전세,19.28,"16,700",0,언남18길 10,연립다세대
서울특별시 서초구 양재동,305-2,마이빌(305-2),전세,29.93,"27,900",0,언남14길 8,연립다세대
서울특별시 서초구 양재동,312-6,양지빌라,월세,58.92,"5,000",150,강남대로18길 24-13,연립다세대
서울특별시 서초구 양재동,305-2,마이빌(305-2),전세,29.93,"27,900",0,언남14길 8,연립다세대
서울특별시 서초구 양재동,7-9,금호빌라,전세,57.6,"27,000",0,남부순환로358길 60,연립다세대
서울특별시 서초구 양재동,402-2,런던빌양재,전세,25.81,"34,000",0,논현로 9,연립다세대
서울특별시 서초구 양재동,317-5,현대아트빌라(317-5),월세,51.04,"10,000",90,강남대로12길 11,연립다세대
서울특별시 동작구 상도1동,692,소연빌,월세,28.38,"5,000",55,상도로 265-29,연립다세대
서울특별시 영등포구 영등포동,646-10,공원도원빌(646-10),월세,59.4,"5,000",110,영신로10길 12-3,연립다세대
서울특별시 금천구 독산동,378-498,필그린빌라,월세,54.99,"15,000",30,독산로56길 27,연립다세대
서울특별시 금천구 독산동,979-8,지안플러스,월세,29.6,200,30,독산로99길 33,연립다세대
서울특별시 금천구 독산동,918-12,(918-12),전세,36.92,"9,000",0,독산로70길 103-13,연립다세대
서울특별시 금천구 독산동,296-7,와이피하우스,전세,41.53,"26,330",0,시흥대로123길 60,연립다세대
서울특별시 관악구 신림동,499-27,3.2오피스텔,전세,15.3,"10,500",0,신사로12길 18,연립다세대
서울특별시 관악구 신림동,1432-12,루시드,월세,20.63,"21,000",27,신림동1길 8,연립다세대
서울특별시 관악구 신림동,610-256,동성맨션5차,전세,47.88,"13,000",0,법원단지18길 24,연립다세대
서울특별시 관악구 신림동,1422-2,휴드림,전세,29.98,"8,000",0,신림로64길 46,연립다세대
서울특별시 관악구 신림동,1412-3,자이오피스텔,월세,10.946,"5,000",49,남부순환로 1641,연립다세대
서울특별시 관악구 신림동,1458-3,신림빌딩,월세,10.89,"1,000",65,신림동길 26,연립다세대
서울특별시 관악구 신림동,463-27,엘도라도,월세,45.14,"4,000",80,관천로11길 34-14,연립다세대
서울특별시 영등포구 신길동,4431,정진아트빌,월세,51.595,100,25,여의대방로9가길 6,연립다세대
서울특별시 영등포구 신길동,420-170,미림빌라3동(420-170),전세,29.75,"14,000",0,도림로81길 13,연립다세대
서울특별시 영등포구 신길동,189-9,도원빌라(189-9),전세,59.96,"24,000",0,신길로62길 22-8,연립다세대
서울특별시 영등포구 신길동,101-13,디에이원파크,전세,24.89,"32,000",0,도신로 255,연립다세대
서울특별시 구로구 구로동,252-13,현대빌라,전세,56.15,"21,000",0,디지털로27나길 17-11,연립다세대
서울특별시 금천구 독산동,1023-1,서래타운101동102동103동,월세,33.16,30,85,독산로 233,연립다세대
서울특별시 금천구 독산동,296-7,와이피하우스,전세,41.53,"27,500",0,시흥대로123길 60,연립다세대
서울특별시 금천구 독산동,296-3,리치하우스,전세,40.67,"25,500",0,가산로 67,연립다세대
서울특별시 금천구 독산동,991,가온누리빌101동102동,월세,44.14,"30,000",25,독산로 304,연립다세대
서울특별시 관악구 신림동,511-24,초원의집,전세,58.16,"21,000",0,남부순환로151길 46,연립다세대
서울특별시 성동구 성수동2가,255-4,성수빌리지A동,전세,27.47,"24,150",0,뚝섬로17길 30,연립다세대
서울특별시 성동구 성수동2가,255-4,성수빌리지A동,전세,29.81,"24,300",0,뚝섬로17길 30,연립다세대
서울특별시 광진구 중곡동,162-27,참사랑캐슬,월세,26.02,"25,900",15,긴고랑로14길 47,연립다세대
서울특별시 광진구 중곡동,190-9,(190-9),월세,17.48,109,10,긴고랑로1길 79,연립다세대
서울특별시 광진구 중곡동,643-6,청화주택,월세,31.26,"7,000",65,능동로39길 40,연립다세대
서울특별시 광진구 중곡동,191-30,청운명가(191-30),전세,26.18,"31,500",0,면목로11길 25,연립다세대
서울특별시 광진구 중곡동,255-1,JHBILL,전세,39.86,"34,000",0,동일로68길 40,연립다세대
서울특별시 광진구 중곡동,160-3,원봉빌딩,전세,29.87,"28,300",0,천호대로109길 53,연립다세대
서울특별시 광진구 중곡동,199-1,다베로,월세,48.17,"17,296",14,면목로 192,연립다세대
서울특별시 광진구 중곡동,199-1,다베로,월세,48.74,"20,024",17,면목로 192,연립다세대
서울특별시 광진구 중곡동,199-1,다베로,월세,48.17,"17,119",14,면목로 192,연립다세대
서울특별시 광진구 중곡동,199-1,다베로,월세,48.17,"16,984",14,면목로 192,연립다세대
서울특별시 광진구 중곡동,199-1,다베로,월세,48.17,"20,178",17,면목로 192,연립다세대
서울특별시 성동구 성수동1가,656-399,프라임27A,전세,28.74,"26,000",0,왕십리로10길 11,연립다세대
서울특별시 성동구 행당동,19-80,(19-80),월세,24.74,"5,000",75,마조로1길 18,연립다세대
서울특별시 성동구 사근동,164-12,현대빌라,월세,113.52,500,55,사근동8길 14-10,연립다세대
서울특별시 성동구 사근동,309-117,한양빌라C동,월세,43.08,"3,000",47,사근동길 14-21,연립다세대
서울특별시 성동구 마장동,778-12,파크빌,월세,14.96,500,48,마장로44길 13,연립다세대
서울특별시 용산구 동빙고동,1-70,엠베시애비뉴빌,월세,198.17,"20,000",890,장문로9길 50,연립다세대
서울특별시 용산구 한남동,657-145,한남그레이스빌딩,월세,18.08,"1,000",70,대사관로31길 25-5,연립다세대
서울특별시 용산구 한남동,653-20,프리베빌라,월세,75.29,"10,000",250,대사관로12길 13,연립다세대
서울특별시 광진구 능동,223-9,원진빌딩(프라임빌),월세,16.83,"10,000",32,능동로34길 27,연립다세대
서울특별시 광진구 능동,224-2,푸르미르,월세,29.92,"6,000",92,능동로34길 6,연립다세대
서울특별시 용산구 이태원동,206-12,(206-12),전세,34.32,"8,400",0,회나무로28길 30-12,연립다세대
서울특별시 광진구 구의동,596,힐카운티7,월세,26.18,"25,400",15,뚝섬로66길 3,연립다세대
서울특별시 광진구 구의동,231-62,대명캐슬3차,전세,46.24,"46,000",0,자양로32길 68,연립다세대
서울특별시 광진구 구의동,242-129,에덴빌20차,전세,24.13,"22,000",0,아차산로55길 24-8,연립다세대
서울특별시 광진구 구의동,257-8,(257-8),월세,37.93,"1,000",71,아차산로55길 31,연립다세대
서울특별시 용산구 용문동,38-158,이룸빌라,월세,50.4,"10,000",103,효창원로 84,연립다세대
서울특별시 용산구 용문동,38-88,아티움용산,전세,39.62,"30,000",0,효창원로25나길 20,연립다세대
서울특별시 용산구 도원동,2,시온파크,전세,29.96,"35,000",0,새창로14길 4,연립다세대
서울특별시 용산구 원효로3가,169,일광빌라,전세,59.76,"25,000",0,원효로41가길 31-1,연립다세대
서울특별시 용산구 원효로3가,89,대로빌Ⅲ,전세,26.15,"26,600",0,원효로41가길 6-6,연립다세대
서울특별시 용산구 신창동,29-1,29-1,전세,21.62,"19,950",0,원효로35길 37-1,연립다세대
서울특별시 용산구 신창동,29-1,29-1,전세,21.62,"19,950",0,원효로35길 37-1,연립다세대
서울특별시 용산구 원효로2가,92-2,씨모어,전세,40.96,"48,000",0,원효로 164,연립다세대
서울특별시 용산구 원효로2가,76-13,더프라임,전세,28.04,"25,460",0,원효로 195-17,연립다세대
서울특별시 용산구 원효로1가,35-1,금강프라임빌,전세,26.42,"28,350",0,원효로89길 31,연립다세대
서울특별시 용산구 원효로1가,35-1,금강프라임빌,전세,26.42,"28,350",0,원효로89길 31,연립다세대
서울특별시 광진구 광장동,266,미도,전세,65.2,"26,000",0,광장로3길 22,연립다세대
서울특별시 광진구 자양동,229-49,(229-49),전세,36.54,"18,000",0,아차산로42길 32,연립다세대
서울특별시 광진구 자양동,632-31,(632-31),월세,29.33,"3,000",75,자양로11길 41,연립다세대
서울특별시 광진구 자양동,843-1,스위트자양3차,전세,29.12,"33,000",0,동일로10다길 12,연립다세대
서울특별시 광진구 자양동,678-12,센토레아빌(678-12),월세,39.87,"24,000",5,자양로3길 14-23,연립다세대
서울특별시 광진구 자양동,667-1,(667-1),전세,88.56,"45,000",0,자양로3가길 9,연립다세대
서울특별시 광진구 자양동,649-4,정호(649-4),월세,23.75,"2,000",60,뚝섬로52나길 38,연립다세대
서울특별시 광진구 자양동,678-12,센토레아빌(678-12),월세,39.87,"24,000",5,자양로3길 14-23,연립다세대
