시군구,번지,전월세구분,계약면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 중구 신당동,4**,전세,47.38,"10,000",0,다산로5길,단독다가구
서울특별시 광진구 중곡동,8*,월세,42.17,500,35,긴고랑로36길,단독다가구
서울특별시 광진구 중곡동,2**,월세,44.1,"8,000",25,긴고랑로7길,단독다가구
서울특별시 용산구 용산동2가,*,월세,40.0,"2,000",69,신흥로,단독다가구
서울특별시 성동구 금호동4가,1***,전세,121.32,"18,000",0,장터2길,단독다가구
서울특별시 성동구 홍익동,7*,월세,52.92,"3,450",60,마장로,단독다가구
서울특별시 광진구 자양동,6**,월세,45.0,"1,000",47,뚝섬로,단독다가구
서울특별시 광진구 중곡동,3*,월세,29.84,"5,000",100,용마산로21길,단독다가구
서울특별시 종로구 창신동,5**,월세,16.52,200,35,창신6길,단독다가구
서울특별시 강남구 논현동,2**,월세,58.0,"2,000",180,논현로114길,단독다가구
서울특별시 성동구 하왕십리동,1***,월세,30.0,"5,000",40,무학봉길,단독다가구
서울특별시 강남구 논현동,*,전세,36.0,"8,050",0,논현로149길,단독다가구
서울특별시 종로구 창신동,6**,전세,165.62,"17,850",0,낙산성곽길,단독다가구
서울특별시 강남구 청담동,1*,전세,33.1,"16,500",0,도산대로68길,단독다가구
서울특별시 광진구 자양동,5**,월세,15.0,500,25,뚝섬로23길,단독다가구
서울특별시 광진구 능동,3**,월세,29.73,"2,000",52,천호대로110길,단독다가구
서울특별시 용산구 이태원동,5**,월세,44.83,500,100,녹사평대로40가길,단독다가구
서울특별시 강남구 개포동,1***,전세,55.08,"30,400",0,개포로32길,단독다가구
서울특별시 서대문구 창천동,1*,전세,19.0,"12,000",0,연세로2다길,단독다가구
서울특별시 서대문구 창천동,4**,월세,36.3,"1,000",80,연희로2길,단독다가구
서울특별시 마포구 공덕동,1*,월세,65.7,"10,000",73,만리재로10길,단독다가구
서울특별시 서대문구 대신동,1*,월세,16.0,300,60,성산로,단독다가구
서울특별시 마포구 신수동,8*,월세,18.0,"1,000",60,광성로4길,단독다가구
서울특별시 강북구 수유동,1**,월세,13.0,100,19,한천로143길,단독다가구
서울특별시 은평구 갈현동,1*,월세,39.3,500,25,갈현로47길,단독다가구
서울특별시 은평구 갈현동,2**,전세,66.15,"15,500",0,갈현로31길,단독다가구
서울특별시 은평구 녹번동,1**,월세,54.0,"1,000",65,녹번로3가길,단독다가구
서울특별시 강북구 미아동,4**,전세,36.9,"7,300",0,솔샘로64나길,단독다가구
서울특별시 강북구 번동,4**,월세,23.0,"5,000",25,한천로124다길,단독다가구
서울특별시 강북구 번동,4**,전세,28.84,"20,000",0,오패산로77가길,단독다가구
서울특별시 마포구 구수동,1**,월세,59.4,"17,000",25,창전로,단독다가구
서울특별시 서대문구 북아현동,7**,전세,82.08,"40,000",0,북아현로4가길,단독다가구
서울특별시 서대문구 창천동,7*,월세,16.53,300,50,신촌로9길,단독다가구
서울특별시 은평구 역촌동,4*,월세,16.0,500,37,진흥로,단독다가구
서울특별시 마포구 공덕동,*,월세,20.41,0,50,만리재로14길,단독다가구
서울특별시 서대문구 충정로3가,*,월세,43.31,"2,000",75,경기대로9길,단독다가구
서울특별시 서대문구 창천동,*,월세,18.0,500,38,연세로4길,단독다가구
서울특별시 서대문구 창천동,*,월세,19.0,500,43,연세로4길,단독다가구
서울특별시 동작구 상도동,3**,월세,16.0,"2,000",45,상도로15카길,단독다가구
서울특별시 동작구 상도동,2**,월세,22.0,"6,000",45,성대로6다길,단독다가구
서울특별시 동작구 상도동,1**,월세,35.0,"1,000",45,성대로31길,단독다가구
서울특별시 동작구 노량진동,2**,월세,17.0,400,33,장승배기로27길,단독다가구
서울특별시 금천구 시흥동,5*,월세,25.7,300,25,독산로28나길,단독다가구
서울특별시 금천구 시흥동,9**,전세,40.99,"13,000",0,독산로1길,단독다가구
서울특별시 금천구 시흥동,8**,월세,49.82,"2,000",60,독산로28길,단독다가구
서울특별시 금천구 가산동,1**,월세,15.0,100,35,남부순환로110길,단독다가구
서울특별시 강서구 등촌동,6**,월세,42.0,"1,000",63,공항대로59나길,단독다가구
서울특별시 영등포구 신길동,2**,월세,30.0,300,40,가마산로67길,단독다가구
서울특별시 영등포구 당산동1가,5*,전세,18.0,"13,000",0,당산로10길,단독다가구
서울특별시 구로구 구로동,3**,월세,15.0,100,20,구로동로17길,단독다가구
서울특별시 구로구 오류동,8*,월세,59.5,"2,000",70,경인로15길,단독다가구
서울특별시 영등포구 도림동,1**,월세,38.0,"2,000",40,도림로112길,단독다가구
서울특별시 강서구 공항동,6*,월세,10.0,300,42,공항대로2길,단독다가구
서울특별시 금천구 독산동,1***,전세,82.77,"3,000",0,독산로,단독다가구
서울특별시 금천구 독산동,9**,월세,40.0,"4,000",40,독산로72길,단독다가구
서울특별시 금천구 독산동,1***,월세,62.55,"3,000",70,시흥대로114길,단독다가구
서울특별시 금천구 독산동,3**,월세,21.0,"2,000",55,두산로10길,단독다가구
서울특별시 강서구 화곡동,3**,월세,17.79,"4,000",60,강서로18길,단독다가구
서울특별시 강서구 방화동,2**,월세,23.0,500,45,방화대로37길,단독다가구
서울특별시 영등포구 신길동,1**,월세,30.0,500,50,신길로60길,단독다가구
서울특별시 양천구 신월동,2*,월세,27.65,"1,000",55,월정로42길,단독다가구
서울특별시 영등포구 대림동,7**,전세,43.36,"12,000",0,도림로48길,단독다가구
서울특별시 영등포구 대림동,1***,월세,33.71,"2,000",40,도림천로11길,단독다가구
서울특별시 영등포구 대림동,1***,월세,14.84,150,20,도림천로11길,단독다가구
서울특별시 강서구 화곡동,9**,월세,32.0,300,27,화곡로,단독다가구
서울특별시 영등포구 양평동3가,5*,월세,16.5,"1,000",65,선유서로34길,단독다가구
서울특별시 영등포구 신길동,9*,전세,142.59,"14,000",0,영등포로76길,단독다가구
서울특별시 영등포구 신길동,6*,월세,16.5,"3,000",52,영등포로67가길,단독다가구
서울특별시 강서구 화곡동,3**,월세,22.0,"1,000",79,강서로18가길,단독다가구
서울특별시 금천구 시흥동,9**,전세,55.35,"12,000",0,시흥대로48길,단독다가구
서울특별시 송파구 송파동,1**,전세,45.54,"18,850",0,송이로12길,단독다가구
서울특별시 영등포구 당산동1가,2**,전세,51.31,"2,520",0,영등포로25길,단독다가구
서울특별시 금천구 시흥동,8**,전세,38.92,"12,000",0,시흥대로68길,단독다가구
서울특별시 금천구 시흥동,8**,월세,18.8,200,23,독산로24다길,단독다가구
서울특별시 금천구 독산동,9**,월세,16.0,400,37,독산로107길,단독다가구
서울특별시 구로구 가리봉동,1**,월세,12.0,100,20,우마2길,단독다가구
서울특별시 구로구 구로동,7**,월세,18.0,500,40,구로동로19길,단독다가구
서울특별시 구로구 구로동,4**,월세,21.0,500,43,구로동로42길,단독다가구
서울특별시 구로구 구로동,5**,월세,20.55,300,46,구로중앙로34길,단독다가구
서울특별시 강서구 화곡동,8**,월세,60.75,"3,000",80,강서로8길,단독다가구
서울특별시 강서구 화곡동,1***,월세,38.8,"1,000",55,강서로45다길,단독다가구
서울특별시 강서구 화곡동,1***,월세,50.0,"3,000",70,강서로33가길,단독다가구
서울특별시 양천구 목동,5**,전세,47.94,"29,000",0,목동중앙북로14길,단독다가구
서울특별시 양천구 신월동,5**,월세,20.0,500,35,중앙로49길,단독다가구
서울특별시 구로구 고척동,1**,월세,19.0,"1,000",45,고척로47길,단독다가구
서울특별시 구로구 고척동,2**,전세,19.0,"3,000",0,고척로41길,단독다가구
서울특별시 영등포구 대림동,8**,월세,25.0,"2,000",40,디지털로,단독다가구
서울특별시 영등포구 대림동,9**,월세,20.0,"2,000",45,디지털로70길,단독다가구
서울특별시 영등포구 도림동,2**,월세,20.6,200,35,도신로19길,단독다가구
서울특별시 구로구 오류동,1**,월세,29.0,"2,000",80,서해안로21길,단독다가구
서울특별시 강서구 등촌동,6**,월세,40.65,500,50,공항대로45길,단독다가구
서울특별시 강서구 등촌동,6**,전세,49.59,"8,000",0,공항대로59나길,단독다가구
서울특별시 양천구 신정동,9**,월세,16.5,"1,000",46,오목로34길,단독다가구
서울특별시 동작구 상도동,2**,전세,78.9,"35,000",0,양녕로29길,단독다가구
서울특별시 마포구 성산동,2**,전세,63.97,"25,000",0,월드컵북로27길,단독다가구
서울특별시 영등포구 신길동,2**,월세,39.64,"1,000",55,가마산로69길,단독다가구
서울특별시 영등포구 신길동,8*,월세,217.56,100,27,여의대방로53나길,단독다가구
서울특별시 영등포구 신길동,4***,월세,19.0,"5,000",42,신풍로18길,단독다가구
서울특별시 영등포구 신길동,4**,월세,28.0,500,40,여의대방로45길,단독다가구
서울특별시 영등포구 신길동,2**,월세,47.0,"5,000",70,도신로,단독다가구
서울특별시 관악구 신림동,7**,월세,61.71,"5,000",70,난곡로39길,단독다가구
서울특별시 관악구 남현동,1***,전세,47.34,"20,000",0,남현2길,단독다가구
서울특별시 관악구 신림동,4**,월세,31.95,500,30,신사로,단독다가구
서울특별시 관악구 신림동,6**,전세,35.9,"10,500",0,난우길,단독다가구
서울특별시 관악구 신림동,1***,월세,16.5,500,39,시흥대로158길,단독다가구
서울특별시 관악구 신림동,1*,월세,18.0,300,40,남부순환로192길,단독다가구
서울특별시 관악구 신림동,1***,월세,17.0,"1,000",77,신림로17길,단독다가구
서울특별시 관악구 신림동,1***,전세,20.0,"15,000",0,남부순환로170길,단독다가구
서울특별시 관악구 신림동,1**,월세,18.0,300,40,서림7길,단독다가구
서울특별시 관악구 신림동,8*,월세,20.0,"2,000",60,신림로58가길,단독다가구
서울특별시 관악구 신림동,1**,월세,15.0,500,37,서림길,단독다가구
서울특별시 서초구 방배동,7**,전세,43.6,"24,000",0,동광로1길,단독다가구
서울특별시 동작구 대방동,3**,전세,28.0,"11,000",0,대방동7길,단독다가구
서울특별시 동작구 사당동,4**,전세,15.0,"8,000",0,사당로22길,단독다가구
서울특별시 서초구 서초동,1***,월세,20.0,"1,000",65,서초대로50길,단독다가구
서울특별시 서초구 잠원동,2*,전세,71.75,"29,000",0,강남대로95길,단독다가구
서울특별시 서초구 반포동,7**,월세,164.9,"2,000",70,사평대로53길,단독다가구
서울특별시 동작구 사당동,3**,월세,30.0,"1,000",75,사당로16길,단독다가구
서울특별시 동작구 사당동,2**,월세,18.0,"1,000",45,사당로16사길,단독다가구
서울특별시 동작구 사당동,1***,월세,20.0,"1,000",60,동작대로7길,단독다가구
서울특별시 관악구 봉천동,4*,전세,15.51,"9,000",0,은천로35나길,단독다가구
서울특별시 관악구 봉천동,9**,월세,20.0,"3,000",45,은천로2길,단독다가구
서울특별시 관악구 봉천동,1***,월세,15.0,"1,000",48,인헌3가길,단독다가구
서울특별시 관악구 봉천동,6**,월세,44.06,"14,500",30,봉천로13길,단독다가구
서울특별시 관악구 봉천동,9**,월세,25.0,"1,000",60,봉천로29길,단독다가구
서울특별시 관악구 봉천동,1***,월세,15.0,"1,000",65,관악로10길,단독다가구
서울특별시 관악구 신림동,1***,월세,39.66,"5,000",100,난곡로64길,단독다가구
서울특별시 관악구 신림동,4**,월세,40.4,500,50,남부순환로163가길,단독다가구
서울특별시 서초구 우면동,*,전세,29.0,"20,000",0,바우뫼로2길,단독다가구
서울특별시 광진구 화양동,4*,월세,24.0,500,60,아차산로21길,단독다가구
서울특별시 성북구 돈암동,*,월세,26.0,"2,000",50,정릉로52길,단독다가구
서울특별시 동대문구 전농동,5**,전세,51.6,"12,000",0,답십리로23길,단독다가구
서울특별시 성북구 상월곡동,2*,전세,36.69,"13,000",0,화랑로18길,단독다가구
서울특별시 동대문구 장안동,1**,전세,24.5,"9,000",0,사가정로23길,단독다가구
서울특별시 동대문구 휘경동,2**,전세,43.49,"19,000",0,망우로16길,단독다가구
서울특별시 중랑구 면목동,1***,월세,40.0,500,40,용마산로,단독다가구
서울특별시 동대문구 용두동,3*,전세,57.69,"26,250",0,천호대로43길,단독다가구
서울특별시 동대문구 답십리동,4**,전세,40.0,"18,000",0,황물로7길,단독다가구
서울특별시 광진구 군자동,4**,월세,27.0,"5,000",75,천호대로104길,단독다가구
서울특별시 동대문구 제기동,1**,월세,13.22,300,40,안암로22길,단독다가구
서울특별시 성북구 종암동,5*,전세,16.0,"7,500",0,종암로9가길,단독다가구
서울특별시 동대문구 답십리동,6*,전세,41.32,"7,000",0,답십리로53길,단독다가구
서울특별시 강동구 암사동,4**,월세,30.0,300,30,암사18길,단독다가구
서울특별시 송파구 방이동,1**,월세,54.3,"7,000",80,올림픽로32길,단독다가구
서울특별시 강동구 성내동,4**,전세,53.0,"23,000",0,양재대로91나길,단독다가구
서울특별시 강동구 성내동,2**,전세,95.93,"28,000",0,천호대로168길,단독다가구
서울특별시 강동구 천호동,2**,월세,18.0,500,45,구천면로41길,단독다가구
서울특별시 송파구 삼전동,1*,월세,38.0,"10,000",35,백제고분로21길,단독다가구
서울특별시 강동구 명일동,2**,전세,50.0,"26,000",0,상암로,단독다가구
서울특별시 송파구 마천동,2**,전세,38.64,"12,000",0,성내천로,단독다가구
서울특별시 송파구 가락동,1**,전세,36.0,"13,308",0,문정로13길,단독다가구
서울특별시 강동구 천호동,2**,월세,18.75,300,40,상암로,단독다가구
서울특별시 강북구 미아동,2**,전세,49.04,"16,000",0,도봉로61길,단독다가구
서울특별시 노원구 월계동,4**,월세,58.28,"2,500",100,석계로3길,단독다가구
서울특별시 마포구 노고산동,1*,월세,45.13,"1,000",125,고산2길,단독다가구
서울특별시 마포구 아현동,5**,월세,195.0,"11,000",10,굴레방로9길,단독다가구
