시군구,번지,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 마포구 염리동,532,마포프레스티지자이,월세,59.7848,"10,000",340,대흥로24길 24,아파트
서울특별시 마포구 염리동,532,마포프레스티지자이,월세,59.7848,"30,000",280,대흥로24길 24,아파트
서울특별시 구로구 구로동,742-62,(742-62),월세,35.99,"3,000",55,구로동로22길 55,아파트
서울특별시 강서구 가양동,1460,한강타운,전세,84.99,"55,000",0,허준로 23,아파트
서울특별시 강서구 화곡동,1161,강서동도센트리움,월세,14.677,500,54,공항대로46길 28,아파트
서울특별시 강서구 화곡동,343-35,성재센트리움아파트(343-35),월세,29.77,"18,000",20,곰달래로23길 20,아파트
서울특별시 강서구 방화동,852,마곡중앙하이츠아파트,월세,51.03,"3,150",82,양천로6길 28,아파트
서울특별시 강서구 방화동,619-7,AirPalace(619-7),월세,14.5,"1,000",52,개화동로27가길 33,아파트
서울특별시 강서구 방화동,874,대림e-편한세상,전세,111.07,"56,000",0,양천로6길 57,아파트
서울특별시 강서구 방화동,878,월드메르디앙101동,월세,84.93,"25,000",110,양천로1길 117,아파트
서울특별시 강서구 화곡동,899-31,디아인스,월세,23.93,"18,000",21,곰달래로 122,아파트
서울특별시 강서구 가양동,1474,대림경동아파트,전세,131.4,"70,000",0,허준로 121,아파트
서울특별시 강서구 가양동,1485,가양6단지,전세,49.5,"37,000",0,허준로 175,아파트
서울특별시 강서구 가양동,1485,가양6단지,월세,39.6,"2,000",80,허준로 175,아파트
서울특별시 강서구 가양동,1459,동신대아,전세,134.88,"53,000",0,강서로 532,아파트
서울특별시 강서구 가양동,1474,대림경동아파트,전세,131.4,"70,000",0,허준로 121,아파트
서울특별시 강서구 가양동,1461,가양2단지(성지),전세,39.6,"25,000",0,허준로 47,아파트
서울특별시 강서구 가양동,1475,강변,월세,49.5,"5,000",130,허준로 139,아파트
서울특별시 양천구 신정동,324-10,동문굿모닝탑,월세,153.39,"40,000",260,목동동로 53,아파트
서울특별시 양천구 신정동,1277,신트리4,전세,48.96,"35,000",0,신정로 260,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,37.17,"12,240",81,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",40,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",40,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",40,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",41,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",40,양화로 72,아파트
서울특별시 양천구 신정동,311,목동신시가지10,전세,53.82,"43,000",0,목동서로 400,아파트
서울특별시 양천구 신정동,743-2,신정6현대,전세,59.66,"38,000",0,신정로 170,아파트
서울특별시 양천구 신정동,1252,현대,전세,84.84,"58,000",0,신목로 23,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,37.17,"13,760",76,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,37.17,"12,240",81,양화로 72,아파트
서울특별시 마포구 상암동,1655,상암월드컵파크4단지,전세,84.76,"76,000",0,상암산로1길 24,아파트
서울특별시 마포구 상암동,1637,상암월드컵파크2단지,월세,59.92,"40,000",50,월드컵북로47길 46,아파트
서울특별시 마포구 창전동,449,마포웨스트리버태영데시앙,전세,84.674,"90,000",0,서강로3길 32,아파트
서울특별시 양천구 신정동,1326,래미안목동아델리체(101동~118동),전세,115.97,"118,000",0,중앙로43길 14,아파트
서울특별시 양천구 신정동,1320-8,이든채(101동~104동),월세,39.48,"5,941",32,신정로7길 75,아파트
서울특별시 양천구 신정동,337,목동우성2,월세,84.96,"42,500",40,목동남로4길 6-23,아파트
서울특별시 양천구 신정동,1326,래미안목동아델리체(101동~118동),전세,115.97,"115,000",0,중앙로43길 14,아파트
서울특별시 양천구 신정동,326,목동신시가지12,전세,72.75,"56,000",0,목동동로 50,아파트
서울특별시 양천구 신정동,312,목동신시가지9,전세,84.99,"79,000",0,목동서로 340,아파트
서울특별시 양천구 신정동,972-2,목동경동미르웰,월세,14.02,"1,000",60,중앙로 286,아파트
서울특별시 마포구 중동,390,DMC마포청구아파트,전세,84.9,"50,000",0,성암로11길 60,아파트
서울특별시 마포구 중동,398,울트라월드컵(참누리),월세,84.9572,"40,000",110,월드컵북로38길 53,아파트
서울특별시 양천구 신정동,1327,호반써밋목동,월세,59.9488,"20,000",148,중앙로29길 11,아파트
서울특별시 양천구 신정동,329,목동신시가지14,전세,74.19,"57,750",0,목동동로 130,아파트
서울특별시 양천구 신정동,329,목동신시가지14,전세,55.02,"43,000",0,목동동로 130,아파트
서울특별시 마포구 창전동,450,이랜드PEER신촌,월세,17.296,"5,337",27,서강로 75-16,아파트
서울특별시 마포구 창전동,444,서강예가,월세,84.988,"10,000",260,독막로 145,아파트
서울특별시 마포구 도화동,564,마포동원베네스트,전세,58.65,"57,750",0,도화4길 41,아파트
서울특별시 강서구 화곡동,1170,우장산역해링턴타워,월세,43.04,"10,400",71,강서로 231,아파트
서울특별시 강서구 내발산동,767,센터스퀘어발산,월세,43.97,"3,000",135,공항대로 302,아파트
서울특별시 마포구 상암동,1637,상암월드컵파크2단지,전세,59.92,"50,500",0,월드컵북로47길 46,아파트
서울특별시 마포구 상암동,1741,상암월드컵파크11단지,월세,59.69,"5,702",38,월드컵북로 502-37,아파트
서울특별시 양천구 신월동,1023,벽산블루밍2단지,월세,59.822,"4,000",150,신정로13길 51,아파트
서울특별시 마포구 도화동,550,삼성,월세,84.985,"35,000",160,도화길 28,아파트
서울특별시 마포구 도화동,564,마포동원베네스트,전세,51.2,"64,500",0,도화4길 41,아파트
서울특별시 마포구 도화동,555,한화오벨리스크,전세,75.7,"73,000",0,마포대로 33,아파트
서울특별시 양천구 신월동,1076,목동센트럴아이파크위브2단지,월세,59.88,"10,500",185,남부순환로83길 18,아파트
서울특별시 양천구 신월동,1085,신목동파라곤,전세,59.7052,"63,000",0,오목로 55,아파트
서울특별시 강서구 마곡동,743-4,마곡엠밸리7단지,전세,114.91,"81,900",0,마곡서로 133,아파트
서울특별시 강서구 마곡동,1467,마곡우림필유아파트,월세,84.528,"35,000",55,양천로28길 29,아파트
서울특별시 강서구 마곡동,736,마곡엠밸리3단지,전세,59.79,"34,315",0,마곡서1로 132,아파트
서울특별시 마포구 성산동,446,성산시영(대우),전세,50.03,"28,078",0,월드컵북로 260,아파트
서울특별시 마포구 현석동,225,래미안웰스트림,전세,114.98,"145,000",0,토정로18길 11,아파트
서울특별시 강서구 화곡동,980-21,강서아이파크,전세,83.077,"48,000",0,화곡로 296,아파트
서울특별시 강서구 화곡동,1139,초록,전세,49.77,"35,700",0,강서로45다길 30-27,아파트
서울특별시 강서구 마곡동,751,마곡엠벨리(15단지),월세,49.87,"5,619",39,마곡중앙로 36,아파트
서울특별시 강서구 등촌동,691-3,부영,월세,80.64,"20,000",65,강서로56나길 110,아파트
서울특별시 마포구 상암동,1741,상암월드컵파크11단지,월세,59.69,"5,702",38,월드컵북로 502-37,아파트
서울특별시 마포구 노고산동,1-3,신촌포스빌,월세,32.34,"1,000",110,신촌로 150,아파트
서울특별시 강서구 등촌동,725,마곡루나플라체,월세,22.05,"2,000",110,강서로56길 64,아파트
서울특별시 강서구 등촌동,726,가양역두산위브,전세,59.98,"65,000",0,공항대로45길 15,아파트
서울특별시 마포구 신공덕동,171,kcc웰츠,전세,107.42,"110,000",0,백범로 202,아파트
서울특별시 마포구 신공덕동,155,신공덕1차삼성래미안1아파트,전세,84.9,"85,000",0,백범로37길 12,아파트
서울특별시 마포구 노고산동,128,에피소드신촌캠퍼스,월세,66.97,500,145,신촌로 68,아파트
서울특별시 마포구 노고산동,1-3,신촌포스빌,월세,32.34,"1,000",120,신촌로 150,아파트
서울특별시 마포구 노고산동,56-74,맹그로브신촌,월세,30.49,500,92,서강로 121,아파트
서울특별시 양천구 신월동,1075,목동센트럴아이파크위브1단지,전세,84.98,"73,000",0,남부순환로83길 17,아파트
서울특별시 구로구 신도림동,312-17,우성1,전세,84.96,"55,000",0,신도림로 110,아파트
서울특별시 구로구 신도림동,644,동아2,전세,59.595,"50,000",0,경인로 643,아파트
서울특별시 구로구 신도림동,694,신도림크라운빌,월세,20.81,"1,200",81,경인로61길 21,아파트
서울특별시 양천구 신월동,1085,신목동파라곤,전세,59.7052,"63,000",0,오목로 55,아파트
서울특별시 마포구 상암동,1741,상암월드컵파크11단지,월세,59.69,"5,702",38,월드컵북로 502-37,아파트
서울특별시 마포구 상암동,1736,상암월드컵파크10단지,월세,59.49,"5,913",38,월드컵북로 502-36,아파트
서울특별시 강서구 등촌동,726,가양역두산위브,전세,59.98,"67,500",0,공항대로45길 15,아파트
서울특별시 강서구 등촌동,705-6,등촌주공아파트11단지,월세,51.84,"6,767",13,공항대로43길 39,아파트
서울특별시 양천구 목동,904,목동신시가지4,월세,48.69,"10,000",100,목동서로 130,아파트
서울특별시 양천구 목동,743-21,한일,월세,73.05,"32,800",20,목동중앙본로5길 20,아파트
서울특별시 양천구 목동,904,목동신시가지4,전세,142.2,"125,000",0,목동서로 130,아파트
서울특별시 마포구 성산동,446,성산시영(유원),월세,59.43,"10,000",110,월드컵북로 235,아파트
서울특별시 마포구 공덕동,371,공덕1삼성래미안,월세,59.74,"25,000",170,마포대로 115-8,아파트
서울특별시 마포구 공덕동,460,한화꿈에그린,전세,84.939,"63,000",0,마포대로10길 22,아파트
서울특별시 마포구 공덕동,478,공덕더샵,전세,84.9596,"92,610",0,백범로 170,아파트
서울특별시 마포구 공덕동,464,래미안공덕4차,전세,59.9,"65,100",0,마포대로11길 50,아파트
서울특별시 마포구 공덕동,478,공덕더샵,전세,84.9596,"92,610",0,백범로 170,아파트
서울특별시 강서구 마곡동,736,마곡엠밸리3단지,월세,49.77,"6,391",41,마곡서1로 132,아파트
서울특별시 강서구 마곡동,744,마곡엠밸리9단지,월세,84.89,"10,000",250,공항대로 103,아파트
서울특별시 양천구 목동,902,목동신시가지2,전세,95.67,"95,000",0,목동서로 70,아파트
서울특별시 구로구 구로동,46-5,한스타워,전세,59.96,"33,000",0,공원로 34,아파트
서울특별시 구로구 구로동,685-70,현대연예인,전세,84.91,"37,000",0,구일로4길 46,아파트
서울특별시 마포구 대흥동,660,대흥동태영아파트,월세,59.4,"60,000",40,독막로 266,아파트
서울특별시 마포구 대흥동,660,대흥동태영아파트,전세,59.4,"49,660",0,독막로 266,아파트
서울특별시 양천구 신월동,1076,목동센트럴아이파크위브2단지,월세,59.88,"30,000",100,남부순환로83길 18,아파트
서울특별시 양천구 신월동,1077,목동센트럴아이파크위브3단지,전세,52.85,"48,000",0,남부순환로83길 48,아파트
서울특별시 양천구 신월동,350-2,신안파크,월세,47.6,"2,000",50,지양로15길 20,아파트
서울특별시 양천구 신월동,591-1,신안약수,전세,84.56,"45,000",0,중앙로29길 55,아파트
서울특별시 강서구 마곡동,738,마곡엠밸리4단지,전세,114.86,"82,950",0,마곡서로 175,아파트
서울특별시 강서구 마곡동,746,마곡엠밸리11단지,전세,59.79,"34,315",0,공항대로 124,아파트
서울특별시 강서구 마곡동,748,마곡13단지힐스테이트마스터,월세,59.9825,"20,000",200,마곡중앙1로 71,아파트
서울특별시 마포구 노고산동,1-3,신촌포스빌,월세,32.34,"1,000",110,신촌로 150,아파트
서울특별시 마포구 노고산동,1-3,신촌포스빌,월세,32.34,500,110,신촌로 150,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,49.94,"2,000",36,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,49.62,"1,714",36,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,49.94,"1,714",36,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1736,상암월드컵파크10단지,월세,59.49,"5,913",38,월드컵북로 502-36,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,49.62,"1,714",36,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,49.62,"4,285",31,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,49.94,"4,285",31,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,49.62,"4,285",31,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,49.94,"4,285",31,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,49.94,"4,285",31,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,39.97,"2,878",25,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,39.97,"2,878",25,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,39.97,"2,578",26,월드컵로42길 12,아파트
서울특별시 마포구 상암동,1674,상암월드컵파크8단지,월세,39.97,"1,151",29,월드컵로42길 12,아파트
