시군구,번지,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 강서구 화곡동,1165,강서힐스테이트,전세,59.99,"67,000",0,우현로 67,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",40,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",39,양화로 72,아파트
서울특별시 마포구 서교동,490,메세나폴리스,월세,122.867,"20,000",650,양화로 45,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,37.17,"13,760",74,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,37.17,"13,760",76,양화로 72,아파트
서울특별시 강서구 방화동,814,방화5,전세,49.77,"35,000",0,금낭화로 287-19,아파트
서울특별시 마포구 신공덕동,178,신공덕아이파크,전세,49.48,"68,000",0,만리재로 22,아파트
서울특별시 마포구 신공덕동,170,브라운스톤공덕아파트,월세,84.98,"50,000",168,백범로 230,아파트
서울특별시 마포구 신공덕동,178,신공덕아이파크,전세,49.48,"68,000",0,만리재로 22,아파트
서울특별시 마포구 신공덕동,15-80,공덕프로포즈Ⅱ,월세,14.03,"13,000",15,만리재로 35,아파트
서울특별시 강서구 마곡동,716,한솔솔파크,월세,84.87,"47,000",40,양천로30길 77,아파트
서울특별시 강서구 마곡동,1589,마곡힐스테이트,월세,84.89,"70,000",60,마곡중앙3로 74,아파트
서울특별시 강서구 마곡동,1589,마곡힐스테이트,전세,59.99,"65,000",0,마곡중앙3로 74,아파트
서울특별시 강서구 마곡동,751,마곡엠벨리(15단지),월세,84.5,"10,000",265,마곡중앙로 36,아파트
서울특별시 마포구 신공덕동,155,신공덕1차삼성래미안1아파트,전세,84.9,"75,000",0,백범로37길 12,아파트
서울특별시 마포구 상수동,398,래미안밤섬리베뉴Ⅱ,전세,84.92,"73,400",0,독막로20나길 21,아파트
서울특별시 마포구 성산동,446,성산시영(대우),전세,50.03,"26,350",0,월드컵북로 260,아파트
서울특별시 마포구 신공덕동,161,신공덕래미안3차,전세,114.76,"106,000",0,만리재로 60,아파트
서울특별시 양천구 신월동,1085,신목동파라곤,전세,74.6347,"60,000",0,오목로 55,아파트
서울특별시 양천구 신월동,1076,목동센트럴아이파크위브2단지,월세,59.88,"10,000",180,남부순환로83길 18,아파트
서울특별시 양천구 신월동,350-2,신안파크,전세,47.6,"15,000",0,지양로15길 20,아파트
서울특별시 양천구 신월동,987-1,신월시영,월세,43.2,"3,000",75,신월로 99,아파트
서울특별시 양천구 신월동,1075,목동센트럴아이파크위브1단지,월세,84.97,"55,150",32,남부순환로83길 17,아파트
서울특별시 양천구 신월동,1078,목동센트럴아이파크위브4단지,월세,34.24,"8,953",24,남부순환로83길 47,아파트
서울특별시 강서구 염창동,280,극동상록수,전세,59.91,"49,000",0,공항대로71길 31,아파트
서울특별시 강서구 염창동,281-22,염창1차한화꿈에그린,전세,59.94,"57,000",0,공항대로75길 17,아파트
서울특별시 강서구 염창동,258-1,동아3,전세,84.87,"45,150",0,양천로 731,아파트
서울특별시 강서구 염창동,272-28,염창3우성,전세,84.96,"48,000",0,공항대로63길 14,아파트
서울특별시 마포구 신수동,462,신촌숲아이파크,월세,59.376,"19,213",30,광성로 17,아파트
서울특별시 강서구 염창동,281-22,염창1차한화꿈에그린,전세,84.93,"70,000",0,공항대로75길 17,아파트
서울특별시 구로구 신도림동,642,대림1,월세,59.88,"13,000",135,신도림로 16,아파트
서울특별시 구로구 신도림동,693,신도림아이파크,월세,56.2646,"34,000",39,경인로67길 33,아파트
서울특별시 구로구 신도림동,693,신도림아이파크,월세,57.2934,"35,000",39,경인로67길 33,아파트
서울특별시 구로구 신도림동,637,우성3,전세,84.81,"50,400",0,신도림로21길 25,아파트
서울특별시 구로구 신도림동,328-4,상림빌딩,월세,20.9746,500,103,경인로67길 57,아파트
서울특별시 구로구 고척동,351,고척아이파크(주상복합),월세,64.89,"20,300",47,경인로43길 49,아파트
서울특별시 강서구 염창동,309,e편한세상염창,월세,51.756,"15,504",23,공항대로 583,아파트
서울특별시 강서구 마곡동,751,마곡엠벨리(15단지),전세,59.79,"33,861",0,마곡중앙로 36,아파트
서울특별시 강서구 마곡동,747,마곡엠밸리10단지,월세,59.79,"6,474",38,마곡중앙1로 72,아파트
서울특별시 강서구 마곡동,746-1,마곡엠밸리12단지,월세,59.87,"2,783",46,공항대로 140,아파트
서울특별시 강서구 마곡동,740,마곡엠밸리5단지,월세,49.77,"3,005",43,마곡서1로 111-11,아파트
서울특별시 강서구 마곡동,1525,마곡푸르지오,전세,84.99,"63,500",0,방화대로34길 88,아파트
서울특별시 강서구 마곡동,741,마곡엠밸리8단지,전세,84.88,"73,000",0,마곡서1로 81,아파트
서울특별시 강서구 내발산동,742,마곡수명산파크1단지,월세,39.92,"3,222",18,강서로47길 108,아파트
서울특별시 강서구 내발산동,749,마곡수명산파크5단지,월세,49.97,"1,754",33,수명로2길 105,아파트
서울특별시 강서구 내발산동,765,우장산동문디이스트,전세,74.03,"20,000",0,강서로45길 92-27,아파트
서울특별시 강서구 내발산동,753,마곡수명산파크4단지,전세,59.84,"47,250",0,수명로1길 16,아파트
서울특별시 강서구 내발산동,756,마곡수명산파크7단지,월세,49.97,"3,674",26,수명로2가길 22,아파트
서울특별시 강서구 내발산동,767,센터스퀘어발산,월세,36.99,"5,500",92,공항대로 302,아파트
서울특별시 마포구 중동,398,울트라월드컵(참누리),월세,84.9572,"50,000",60,월드컵북로38길 53,아파트
서울특별시 마포구 노고산동,107-36,현대벤처빌,월세,34.64,"1,000",93,백범로 10,아파트
서울특별시 마포구 신공덕동,168,신공덕e편한세상,전세,84.68,"65,000",0,백범로 239,아파트
서울특별시 마포구 도화동,550,삼성,전세,84.985,"76,000",0,도화길 28,아파트
서울특별시 강서구 염창동,311,등촌제이스카이,월세,28.94,"5,000",105,공항대로 557,아파트
서울특별시 강서구 염창동,250-3,이너스양화6차,전세,84.75,"46,000",0,양천로73가길 38,아파트
서울특별시 강서구 염창동,240-32,금호타운,월세,84.84,"10,000",175,양천로 595,아파트
서울특별시 마포구 상암동,1637,상암월드컵파크2단지,전세,59.92,"58,000",0,월드컵북로47길 46,아파트
서울특별시 마포구 대흥동,660,대흥동태영아파트,월세,59.4,"21,000",100,독막로 266,아파트
서울특별시 마포구 대흥동,806,마포그랑자이,전세,59.96,"82,000",0,대흥로 175,아파트
서울특별시 마포구 대흥동,806,마포그랑자이,전세,59.96,"78,750",0,대흥로 175,아파트
서울특별시 양천구 목동,966,목동에버하임,월세,41.06,"5,000",160,목동중앙북로 68,아파트
서울특별시 양천구 목동,902,목동신시가지2,전세,97.92,"95,000",0,목동서로 70,아파트
서울특별시 양천구 목동,721-2,일신파스텔,월세,84.24,"13,000",100,등촌로 110,아파트
서울특별시 양천구 목동,904,목동신시가지4,전세,95.34,"65,000",0,목동서로 130,아파트
서울특별시 양천구 목동,911,목동신시가지6,전세,65.1,"63,000",0,목동동로 430,아파트
서울특별시 양천구 목동,903,목동신시가지3,전세,153.58,"123,000",0,목동서로 100,아파트
서울특별시 양천구 목동,911,목동신시가지6,전세,47.94,"37,000",0,목동동로 430,아파트
서울특별시 마포구 신수동,462,신촌숲아이파크,월세,137.924,"80,000",400,광성로 17,아파트
서울특별시 마포구 상암동,1752,상암월드컵파크9단지,월세,49.58,"8,334",14,월드컵북로 501,아파트
서울특별시 마포구 상암동,1752,상암월드컵파크9단지,월세,59.73,"9,778",16,월드컵북로 501,아파트
서울특별시 마포구 상암동,1752,상암월드컵파크9단지,월세,49.58,"4,880",33,월드컵북로 501,아파트
서울특별시 마포구 상암동,1752,상암월드컵파크9단지,월세,49.58,"4,880",33,월드컵북로 501,아파트
서울특별시 마포구 상암동,1752,상암월드컵파크9단지,월세,49.58,"8,334",14,월드컵북로 501,아파트
서울특별시 마포구 상암동,1752,상암월드컵파크9단지,월세,49.58,"8,334",14,월드컵북로 501,아파트
서울특별시 마포구 상암동,1752,상암월드컵파크9단지,월세,49.58,"8,334",14,월드컵북로 501,아파트
서울특별시 마포구 상암동,1584,DMCVILLE,월세,84.15,0,363,월드컵북로60길 13,아파트
서울특별시 마포구 상암동,1752,상암월드컵파크9단지,전세,84.98,"65,000",0,월드컵북로 501,아파트
서울특별시 마포구 상암동,1741,상암월드컵파크11단지,월세,59.73,"5,080",39,월드컵북로 502-37,아파트
서울특별시 마포구 상암동,1637,상암월드컵파크2단지,월세,59.92,"30,000",79,월드컵북로47길 46,아파트
서울특별시 마포구 상암동,1736,상암월드컵파크10단지,전세,84.89,"63,000",0,월드컵북로 502-36,아파트
서울특별시 마포구 상암동,1637,상암월드컵파크2단지,전세,59.92,"50,000",0,월드컵북로47길 46,아파트
서울특별시 양천구 목동,901,목동신시가지1,전세,51.48,"52,000",0,목동서로 38,아파트
서울특별시 양천구 목동,768-5,금호아파트(768),월세,84.92,"10,000",250,목동중앙남로3길 11,아파트
서울특별시 강서구 가양동,1461,가양2단지(성지),전세,49.56,"38,000",0,허준로 47,아파트
서울특별시 강서구 가양동,1475,강변,월세,39.6,"2,000",100,허준로 139,아파트
서울특별시 강서구 염창동,292,동아,전세,84.95,"56,000",0,양천로69길 58,아파트
서울특별시 강서구 염창동,309,e편한세상염창,월세,51.756,"7,860",61,공항대로 583,아파트
서울특별시 강서구 염창동,309,e편한세상염창,월세,51.756,"15,308",24,공항대로 583,아파트
서울특별시 강서구 염창동,292,동아,전세,84.91,"49,000",0,양천로69길 58,아파트
서울특별시 강서구 화곡동,1170,우장산역해링턴타워,월세,23.68,"5,324",7,강서로 231,아파트
서울특별시 구로구 구로동,43-2,예원아파트,월세,94.315,"30,000",70,새말로16길 56,아파트
서울특별시 구로구 구로동,1278,구로두산위브,월세,83.39,"5,000",190,디지털로31길 85,아파트
서울특별시 강서구 화곡동,899-8,한울아파트,월세,26.24,"2,000",99,강서로7길 18,아파트
서울특별시 강서구 가양동,1475,강변,월세,34.44,"1,000",85,허준로 139,아파트
서울특별시 마포구 대흥동,660,대흥동태영아파트,전세,59.4,"65,000",0,독막로 266,아파트
서울특별시 강서구 화곡동,1170,우장산역해링턴타워,월세,17.74,"3,282",11,강서로 231,아파트
서울특별시 마포구 도화동,82,우성,전세,111.725,"65,000",0,삼개로 38,아파트
서울특별시 마포구 하중동,101,한강밤섬자이,전세,160.39,"157,500",0,토정로 158,아파트
서울특별시 강서구 화곡동,1170,우장산역해링턴타워,월세,17.74,"4,332",6,강서로 231,아파트
서울특별시 강서구 화곡동,1170,우장산역해링턴타워,월세,17.74,"4,343",6,강서로 231,아파트
서울특별시 강서구 화곡동,1170,우장산역해링턴타워,월세,17.74,"4,182",7,강서로 231,아파트
서울특별시 강서구 내발산동,759,마곡수명산파크6단지,월세,49.93,"2,222",31,수명로2길 63,아파트
서울특별시 구로구 신도림동,694,신도림크라운빌,월세,20.47,"2,000",72,경인로61길 21,아파트
서울특별시 구로구 신도림동,694,신도림크라운빌,월세,20.41,"3,000",65,경인로61길 21,아파트
서울특별시 구로구 신도림동,694,신도림크라운빌,월세,20.47,"2,000",72,경인로61길 21,아파트
서울특별시 구로구 신도림동,432-1,SKVIEW,전세,84.98,"69,000",0,경인로 638,아파트
서울특별시 구로구 신도림동,290,미성,전세,66.03,"36,000",0,신도림로11가길 36,아파트
서울특별시 구로구 신도림동,641,현대홈타운아파트,전세,64.23,"52,000",0,신도림로19길 16,아파트
서울특별시 구로구 신도림동,419-4,크라운빌Ⅱ,월세,17.69,"1,000",74,경인로63길 11,아파트
서울특별시 구로구 신도림동,641,현대홈타운아파트,전세,64.23,"52,000",0,신도림로19길 16,아파트
서울특별시 구로구 구로동,103-6,구로오네뜨시티,전세,25.07,"21,000",0,가마산로 271,아파트
서울특별시 구로구 구로동,104-8,비즈트위트레드,월세,20.84,"1,000",75,가마산로 285,아파트
서울특별시 구로구 구로동,685-70,현대연예인,전세,74.66,"31,000",0,구일로4길 46,아파트
서울특별시 강서구 화곡동,1091,화곡푸르지오,전세,104.75,"78,000",0,화곡로13길 107,아파트
서울특별시 강서구 화곡동,1170,우장산역해링턴타워,월세,23.68,"5,680",39,강서로 231,아파트
서울특별시 양천구 신정동,326,목동신시가지12,전세,71.64,"52,000",0,목동동로 50,아파트
서울특별시 마포구 망원동,494,삼성화원,월세,89.55,"15,000",200,망원로10길 6,아파트
서울특별시 양천구 신정동,311,목동신시가지10,월세,53.82,"10,000",130,목동서로 400,아파트
서울특별시 강서구 염창동,287-1,우성2,전세,65.88,"40,950",0,양천로67길 54,아파트
서울특별시 강서구 염창동,310,아네스트염창,월세,14.94,"12,000",17,공항대로 593,아파트
서울특별시 마포구 용강동,508,이편한세상마포리버파크,전세,59.98,"74,000",0,토정로31길 24,아파트
서울특별시 양천구 신정동,311,목동신시가지10,월세,53.82,"22,000",80,목동서로 400,아파트
서울특별시 강서구 등촌동,720,문원Stay,전세,30.04,"20,600",0,양천로 516,아파트
서울특별시 강서구 화곡동,1170,우장산역해링턴타워,월세,43.04,"9,800",71,강서로 231,아파트
서울특별시 구로구 고척동,141-1,서울가든,전세,64.39,"30,450",0,중앙로5길 62,아파트
서울특별시 구로구 고척동,350,고척아이파크(아파트),월세,64.96,"13,400",79,중앙로5길 59,아파트
서울특별시 구로구 고척동,350,고척아이파크(아파트),월세,64.92,"13,400",78,중앙로5길 59,아파트
서울특별시 구로구 고척동,350,고척아이파크(아파트),월세,64.96,"13,400",79,중앙로5길 59,아파트
서울특별시 구로구 고척동,350,고척아이파크(아파트),월세,79.97,"24,800",59,중앙로5길 59,아파트
서울특별시 구로구 고척동,336,삼환로즈빌,전세,84.994,"47,500",0,경인로 343,아파트
서울특별시 강서구 내발산동,749,마곡수명산파크5단지,월세,49.97,"6,865",12,수명로2길 105,아파트
서울특별시 강서구 내발산동,756,마곡수명산파크7단지,월세,49.97,"6,385",11,수명로2가길 22,아파트
서울특별시 강서구 내발산동,759,마곡수명산파크6단지,월세,49.93,"6,703",12,수명로2길 63,아파트
서울특별시 강서구 내발산동,657,우장산힐스테이트,전세,84.98,"70,000",0,강서로 348,아파트
서울특별시 강서구 내발산동,657,우장산힐스테이트,전세,59.98,"65,000",0,강서로 348,아파트
서울특별시 강서구 내발산동,657,우장산힐스테이트,월세,101.87,"18,900",200,강서로 348,아파트
서울특별시 강서구 화곡동,917-16,태영그린(917-16),월세,69.68,"22,000",25,곰달래로22길 14,아파트
서울특별시 마포구 도화동,82,우성,월세,141.515,"50,900",90,삼개로 33,아파트
서울특별시 마포구 현석동,225,래미안웰스트림,월세,114.95,"100,000",160,토정로18길 11,아파트
서울특별시 구로구 구로동,792-42,명성빌라3차,월세,57.75,"2,000",70,디지털로27라길 29-5,아파트
서울특별시 구로구 구로동,685-222,주공1,전세,84.87,"29,000",0,구일로4길 65,아파트
서울특별시 구로구 구로동,701-76,현대로얄,전세,79.79,"33,000",0,가마산로 97,아파트
서울특별시 구로구 구로동,1263,신도림롯데아파트,월세,59.68,"10,000",80,새말로 31,아파트
서울특별시 강서구 마곡동,1478,마곡삼성아파트,월세,59.95,"9,000",130,방화대로34길 113,아파트
서울특별시 강서구 마곡동,1525,마곡푸르지오,전세,114.72,"78,000",0,방화대로34길 88,아파트
서울특별시 강서구 마곡동,1589,마곡힐스테이트,전세,84.89,"77,000",0,마곡중앙3로 74,아파트
서울특별시 강서구 마곡동,422,신안,월세,59.98,"24,000",57,양천로30길 123-9,아파트
서울특별시 강서구 마곡동,748,마곡13단지힐스테이트마스터,전세,59.9825,"68,000",0,마곡중앙1로 71,아파트
서울특별시 강서구 마곡동,1478,마곡삼성아파트,월세,59.95,"9,000",130,방화대로34길 113,아파트
서울특별시 강서구 마곡동,748,마곡13단지힐스테이트마스터,전세,59.9825,"68,000",0,마곡중앙1로 71,아파트
서울특별시 강서구 마곡동,740,마곡엠밸리5단지,월세,49.77,"9,534",16,마곡서1로 111-11,아파트
서울특별시 강서구 마곡동,751,마곡엠벨리(15단지),월세,49.87,"9,776",15,마곡중앙로 36,아파트
서울특별시 강서구 마곡동,750,마곡엠벨리(14단지),월세,49.87,"2,504",45,마곡중앙로 33,아파트
서울특별시 강서구 마곡동,746,마곡엠밸리11단지,월세,59.79,"4,043",53,공항대로 124,아파트
서울특별시 강서구 마곡동,743,마곡엠밸리6단지,월세,59.79,"7,086",38,마곡서1로 100,아파트
서울특별시 강서구 마곡동,741,마곡엠밸리8단지,월세,59.79,"11,598",16,마곡서1로 81,아파트
서울특별시 강서구 마곡동,740,마곡엠밸리5단지,월세,49.77,"5,605",38,마곡서1로 111-11,아파트
서울특별시 강서구 마곡동,740,마곡엠밸리5단지,월세,49.77,"2,521",44,마곡서1로 111-11,아파트
서울특별시 강서구 마곡동,735,마곡엠밸리2단지,월세,59.83,"10,626",25,마곡서1로 146,아파트
서울특별시 강서구 마곡동,734,마곡엠밸리1단지,월세,59.83,"3,612",55,마곡서1로 131,아파트
서울특별시 강서구 내발산동,657,우장산힐스테이트,전세,59.98,"68,000",0,강서로 348,아파트
서울특별시 강서구 내발산동,749,마곡수명산파크5단지,월세,49.97,"3,900",29,수명로2길 105,아파트
서울특별시 강서구 내발산동,756,마곡수명산파크7단지,월세,49.93,"3,674",26,수명로2가길 22,아파트
서울특별시 강서구 내발산동,756,마곡수명산파크7단지,월세,49.93,"5,112",18,수명로2가길 22,아파트
서울특별시 구로구 구로동,1265,구로두산,월세,44.64,"2,000",90,도림로 59,아파트
서울특별시 마포구 대흥동,806,마포그랑자이,전세,84.98,"116,000",0,대흥로 175,아파트
서울특별시 구로구 구로동,106-2,대림역포스큐,월세,14.579,0,56,공원로 11,아파트
서울특별시 마포구 대흥동,806,마포그랑자이,월세,84.98,"25,000",350,대흥로 175,아파트
서울특별시 마포구 대흥동,806,마포그랑자이,전세,84.98,"103,425",0,대흥로 175,아파트
서울특별시 강서구 등촌동,715,등촌동아이파크,전세,84.9958,"67,000",0,등촌로 163,아파트
서울특별시 강서구 등촌동,691-1,동성,전세,101.88,"64,000",0,강서로68길 108,아파트
서울특별시 마포구 신정동,30,서강GS,월세,59.98,"25,000",120,창전로 26,아파트
서울특별시 마포구 상암동,1752,상암월드컵파크9단지,월세,39.33,"4,745",17,월드컵북로 501,아파트
서울특별시 마포구 성산동,446,성산시영(대우),전세,50.03,"30,000",0,월드컵북로 260,아파트
서울특별시 양천구 신정동,1276,신트리3,월세,84.97,"25,000",110,신정로 290,아파트
서울특별시 강서구 화곡동,1170,우장산역해링턴타워,월세,17.74,"1,679",13,강서로 231,아파트
서울특별시 강서구 등촌동,694,대림,월세,123.72,"45,000",61,공항대로39길 100,아파트
서울특별시 양천구 신정동,1293,학마을1단지,전세,49.99,"30,000",0,신정로14길 6,아파트
서울특별시 양천구 신정동,337,목동우성2,월세,84.96,"40,000",35,목동남로4길 6-23,아파트
서울특별시 양천구 신정동,327,목동신시가지13,전세,99.26,"79,000",0,목동동로 100,아파트
서울특별시 마포구 창전동,449,마포웨스트리버태영데시앙,전세,84.391,"90,000",0,서강로3길 32,아파트
서울특별시 양천구 신정동,329,목동신시가지14,전세,55.02,"38,000",0,목동동로 130,아파트
서울특별시 강서구 내발산동,749,마곡수명산파크5단지,월세,49.93,"6,865",12,수명로2길 105,아파트
서울특별시 강서구 내발산동,749,마곡수명산파크5단지,월세,49.97,"1,754",33,수명로2길 105,아파트
서울특별시 강서구 내발산동,753,마곡수명산파크4단지,월세,59.84,"7,650",14,수명로1길 16,아파트
서울특별시 양천구 신정동,87-39,유원목동,전세,84.96,"75,000",0,신목로 77,아파트
서울특별시 강서구 등촌동,638,서광등촌마을아파트,전세,84.93,"60,000",0,공항대로45길 68-6,아파트
서울특별시 강서구 등촌동,715,등촌동아이파크,전세,84.7556,"58,500",0,등촌로 163,아파트
서울특별시 강서구 방화동,814,방화5,전세,39.6,"27,300",0,금낭화로 287-19,아파트
서울특별시 강서구 방화동,814,방화5,월세,39.6,"3,000",75,금낭화로 287-19,아파트
서울특별시 강서구 방화동,860,마곡서광(치현마을),전세,84.93,"43,000",0,양천로27길 129,아파트
서울특별시 강서구 방화동,831,방화4단지,전세,100.35,"52,000",0,방화대로47가길 22,아파트
서울특별시 양천구 신정동,314,목동신시가지8,전세,105.35,"94,000",0,목동서로 280,아파트
서울특별시 양천구 신정동,276,양천,월세,33.62,"2,114",6,목동로3길 57,아파트
서울특별시 구로구 구로동,1268,영화참마음,전세,84.63,"42,100",0,구일로8길 79,아파트
서울특별시 구로구 구로동,1271,보람쉬움,월세,81.0944,"20,000",110,디지털로 318,아파트
서울특별시 구로구 구로동,642-9,한신,월세,45.563,"3,000",75,구일로8길 63,아파트
서울특별시 구로구 구로동,642-33,현대의보아파트,월세,82.76,"35,000",4,구일로8길 121,아파트
서울특별시 양천구 신월동,1077,목동센트럴아이파크위브3단지,월세,84.98,"50,000",75,남부순환로83길 48,아파트
서울특별시 강서구 방화동,852,마곡중앙하이츠아파트,전세,59.34,"38,000",0,양천로6길 28,아파트
서울특별시 양천구 신월동,987-1,신월시영,월세,43.2,"2,000",80,신월로 99,아파트
서울특별시 양천구 신월동,458-1,새롬,전세,84.83,"36,000",0,중앙로57길 35,아파트
서울특별시 양천구 신월동,411-6,조양휴캐슬,월세,62.41,"5,000",140,국회대로 32,아파트
서울특별시 양천구 신월동,1078,목동센트럴아이파크위브4단지,월세,84.97,"35,000",110,남부순환로83길 47,아파트
서울특별시 강서구 등촌동,695,주공5,전세,58.14,"37,590",0,공항대로39길 74,아파트
서울특별시 강서구 방화동,852,마곡중앙하이츠아파트,전세,39.58,"21,200",0,양천로6길 28,아파트
서울특별시 강서구 등촌동,701,"진로,미주아파트",전세,84.96,"55,000",0,공항대로 351-21,아파트
서울특별시 마포구 서교동,487,대우미래사랑,월세,29.35,"2,000",90,월드컵북로5나길 18,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,37.17,"12,240",80,양화로 72,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",39,양화로 72,아파트
서울특별시 마포구 신수동,462,신촌숲아이파크,월세,59.376,"20,213",32,광성로 17,아파트
서울특별시 마포구 신수동,462,신촌숲아이파크,전세,59.376,"73,500",0,광성로 17,아파트
서울특별시 양천구 목동,902,목동신시가지2,전세,95.76,"89,250",0,목동서로 70,아파트
서울특별시 금천구 시흥동,992-8,백운플러스타워,월세,14.36,"1,000",60,시흥대로59길 13,아파트
서울특별시 관악구 봉천동,729-32,해태보라매타워,월세,59.94,"10,000",120,보라매로3길 29,아파트
서울특별시 송파구 송파동,170,SK,전세,83.8,"70,000",0,송이로 50,아파트
서울특별시 송파구 송파동,166,가락삼익맨숀,월세,108.338,"3,000",130,오금로32길 5,아파트
서울특별시 동작구 대방동,501,대림아파트,월세,59.84,"31,500",120,여의대방로44길 10,아파트
서울특별시 동작구 대방동,405-8,올리브빌딩,월세,15.96,"5,000",54,상도로 58,아파트
서울특별시 동작구 대방동,515,아데나339,월세,15.36,"1,000",65,여의대방로54길 39,아파트
서울특별시 동작구 대방동,501,대림아파트,월세,59.84,"31,500",120,여의대방로44길 10,아파트
서울특별시 영등포구 양평동2가,38-1,삼성래미안,전세,59.4,"44,100",0,영등포로3길 9,아파트
서울특별시 구로구 천왕동,278,천왕이펜하우스3단지,월세,49.85,"7,738",14,천왕로 56,아파트
서울특별시 구로구 천왕동,278,천왕이펜하우스3단지,월세,59.95,"7,692",23,천왕로 56,아파트
서울특별시 구로구 천왕동,273,천왕이펜하우스4단지,월세,59.95,"9,768",16,천왕로 29,아파트
서울특별시 구로구 천왕동,278,천왕이펜하우스3단지,전세,59.95,"14,847",0,천왕로 56,아파트
서울특별시 구로구 천왕동,278,천왕이펜하우스3단지,전세,114.85,"24,923",0,천왕로 56,아파트
서울특별시 구로구 천왕동,282,천왕이펜하우스1단지,전세,59.94,"46,000",0,천왕로 91,아파트
서울특별시 구로구 천왕동,280-13,천왕연지마을1단지,월세,20.57,"4,342",6,오류로 36-13,아파트
서울특별시 관악구 봉천동,1738,서울대입구역더하이브센트럴,전세,59.74,"42,000",0,관악로 242-11,아파트
서울특별시 관악구 봉천동,1742,서울대노블루체,월세,32.2925,"5,000",150,관악로12길 33,아파트
서울특별시 관악구 봉천동,1592-16,캠브리지하우스,월세,12.23,"1,000",44,관악로 115,아파트
서울특별시 관악구 봉천동,1708,두산,전세,59.92,"45,000",0,은천로 86,아파트
서울특별시 금천구 가산동,775,한국후지필름복합주거시설,월세,16.95,"1,000",64,가산디지털1로 222,아파트
서울특별시 금천구 가산동,779,서울금천행복주택,월세,16.13,"5,956",7,디지털로10길 55,아파트
서울특별시 금천구 가산동,769,두산,전세,84.9,"50,000",0,가산로 99,아파트
서울특별시 관악구 봉천동,1742,서울대노블루체,월세,24.576,"5,000",145,관악로12길 33,아파트
서울특별시 관악구 봉천동,1742,서울대노블루체,월세,24.823,"5,000",135,관악로12길 33,아파트
서울특별시 관악구 봉천동,645-87,복권,전세,47.61,"17,000",0,은천로5길 39,아파트
서울특별시 관악구 봉천동,1717,관악푸르지오,전세,59.58,"44,500",0,관악로30길 27,아파트
서울특별시 동작구 상도동,415,중앙하이츠빌,전세,123.6025,"85,000",0,상도로 320,아파트
서울특별시 동작구 상도동,532,씨티아모리움,월세,14.1881,"1,000",70,상도로62길 81-1,아파트
서울특별시 동작구 흑석동,336,흑석한강푸르지오,월세,40.06,"4,003",6,흑석한강로 27,아파트
서울특별시 동작구 상도동,535,두산위브트레지움2차,전세,84.9736,"82,000",0,상도로30길 40,아파트
서울특별시 영등포구 당산동2가,165,한화포레나당산,월세,26.716,"5,963",9,당산로 83,아파트
서울특별시 동작구 상도동,411,대림아파트,월세,66.59,"40,000",29,상도로60길 20,아파트
서울특별시 동작구 상도동,407,현대(관악),전세,58.59,"45,000",0,상도로 421,아파트
서울특별시 금천구 독산동,1006-132,삼환아파트,월세,59.94,"25,000",30,범안로12길 15,아파트
서울특별시 동작구 상도동,531,힐스테이트 상도 센트럴파크,월세,84.7835,"50,000",140,상도로 346-1,아파트
서울특별시 동작구 흑석동,336,흑석한강푸르지오,월세,127.52,"90,000",120,흑석한강로 27,아파트
서울특별시 동작구 상도동,533,힐스테이트 상도 프레스티지,월세,84.884,"70,000",35,상도로 346-2,아파트
서울특별시 금천구 독산동,711-2,금천현대,전세,84.83,"44,000",0,벚꽃로 73,아파트
서울특별시 동작구 사당동,1051-22,스톤하우스,월세,31.725,"25,200",11,남부순환로 2009,아파트
서울특별시 영등포구 양평동5가,76,양평한신,전세,84.87,"57,750",0,양평로24길 9,아파트
서울특별시 영등포구 양평동5가,76,양평한신,전세,84.87,"65,000",0,양평로24길 9,아파트
서울특별시 영등포구 양평동5가,76,양평한신,전세,59.94,"51,000",0,양평로24길 9,아파트
서울특별시 동작구 상도동,363-164,상도휴엔하임,월세,14.7,"10,900",30,상도로15길 131,아파트
서울특별시 영등포구 여의도동,47,여의도자이,전세,182.45,"195,000",0,여의동로3길 10,아파트
서울특별시 영등포구 여의도동,37,미성,전세,101.29,"85,000",0,의사당대로 110,아파트
서울특별시 영등포구 당산동4가,94-1,당산삼성2차,월세,59.76,"5,000",155,당산로36길 12,아파트
서울특별시 영등포구 당산동4가,97,삼익플라주,전세,84.16,"57,750",0,당산로 175,아파트
서울특별시 영등포구 당산동4가,97,삼익플라주,전세,84.48,"71,000",0,당산로 175,아파트
서울특별시 영등포구 여의도동,47,여의도자이,전세,148.94,"170,000",0,여의동로3길 10,아파트
서울특별시 영등포구 신길동,4969,힐스테이트클래시안,전세,42.68,"47,700",0,신길로28길 9,아파트
서울특별시 영등포구 신길동,365,우성1,전세,83.64,"45,000",0,도신로 68,아파트
